CASEID,INVIEWN,ABUSED,C1SITUAT,PARTNERS,PABUSE,L1SAME,L2NAME,L3CURRNT,L4RELATE,L5TIME,L5YEARS,L5MNTHS,L5DATE,L6RELATE,L6OTHER,L7TIME,L7DATE,L7YEAR,L7END,L7BEGIN,L7MNTH,L7OTHER,L8ALL,L11CURNT,L12RELAT,L13TIME,L13YEARS,L14RELAT,L15TIME,L15YEARS,L15MNTH,L16SEX,L17AGE,B1AGE,AGEDISP,L18RACE,L18HSPNC,L18OTHER,L19EDU,L20JOB1,L20JOB2,L20JOB3,L20JOB4,L20PHOUR,L20VHOUR,L20STDNT,L21CHNGE,L22CODE1,L22CODE2,L22CODE3,L22DATE1,L22DATE2,L22DATE3,L23LIVE,L24APART,L25REASN,L25RESN2,L25RESN3,L25RESN4,L26RETRN,L27REASN,L27RESN2,L27RESN3,L27RESN4,L27RESN5,L28KID,L28BYHIM,DECEASED,L28FOSTR,L29LIVE,L29LIVE2,STDETAI,STEPCHIL
309263,1,2,9,9,9,9999,1,9999,9999,9999,9999,9999,1,9999, 1,9999,99,99, 1, 1, 1,1,9999,9999,9999,9999,9999,9999,9999,99,1,  1, 50,48,  1,  1, 1, 1,  4,  9,9999,9999,9999,9999,9999,777,  2,9999,9999,9999, 1, 1,1,  1,  4,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,  3,9999,9,9999,9999,9999,  2,  2
309267,1,2,9,9,9,9999,1,9999,9999,9999,9999,9999,1,9999, 1,9999,99,99, 1, 1, 1,1,9999,9999,9999,9999,9999,9999,9999,99,1,  1, 43,49,  2,  3, 9, 1,  3,  9,9999,9999,9999,9999,9999,777,  2,9999,9999,9999, 1, 1,1,  1,  4,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,  3,9999,9,9999,9999,9999,  2,  2
309275,1,2,9,9,9,9999,1,9999,9999,9999,9999,9999,1,9999, 1,9999,99,99, 1, 1, 1,1,9999,9999,9999,9999,9999,9999,9999,99,1,  2, 36,46,  3,  1, 1, 1,  5,  2,9999,9999,9999,9999,9999,777,  2,9999,9999,9999, 1, 1,1,  5,  2,  14,9999,9999,9999,   2,9999,9999,9999,9999,9999,  3,9999,9,9999,9999,9999,  1,  1
309286,1,2,9,9,9,9999,1,9999,9999,9999,9999,9999,1,9999, 1,9999,99,99, 1, 1, 1,1,9999,9999,9999,9999,9999,9999,9999,99,1,  1, 44,42,  1,  1, 1, 1,  3,  2,9999,9999,9999,9999,9999,777,  2,9999,9999,9999, 1, 1,1,  4,  1,   1,9999,9999,9999,   1,   3,   5,9999,9999,9999,  1,   3,9,9999,  13,9999,  2,  2
309289,1,2,9,9,9,9999,1,9999,9999,9999,9999,9999,1,9999, 1,9999,99,99, 1, 1, 1,1,9999,9999,9999,9999,9999,9999,9999,99,1,  1, 33,26,  4,  1, 1, 1,  4,  2,9999,9999,9999,9999,9999,777,  1,   2,9999,9999,10, 1,1,  5,  4,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,  3,9999,9,9999,9999,9999,  2,  2
309290,1,2,9,9,9,9999,1,9999,9999,9999,9999,9999,1,9999, 1,9999,99,99, 1, 1, 1,1,9999,9999,9999,9999,9999,9999,9999,99,1,  1, 21,21,  1,  1, 1, 1,  4,  8,9999,9999,9999,9999,9999,777,  1,   2,9999,9999, 2, 1,1,  1,  4,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,  3,9999,9,9999,9999,9999,  2,  2
309292,1,2,9,9,9,9999,1,9999,9999,9999,9999,9999,1,9999, 1,9999,99,99, 1, 1, 1,1,9999,9999,9999,9999,9999,9999,9999,99,1,  1, 25,19,  4,  1, 1, 1,  5,  2,9999,9999,9999,9999,9999,777,888,9999,9999,9999, 1, 1,1,  5,  1,  16,9999,9999,9999,   2,9999,9999,9999,9999,9999,  3,9999,9,9999,9999,9999,  2,  2
309308,1,2,9,9,9,9999,1,9999,9999,9999,9999,9999,1,9999, 1,9999,99,99, 1, 1, 1,1,9999,9999,9999,9999,9999,9999,9999,99,1,  1, 36,39,  1,  1, 1, 1,  5,  2,9999,9999,9999,9999,9999,777,  2,9999,9999,9999, 1, 1,1,  5,  1,  22,9999,9999,9999,   2,9999,9999,9999,9999,9999,  3,9999,9,9999,9999,9999,  1,  1
309311,1,2,9,9,9,9999,1,9999,9999,9999,9999,9999,1,9999, 1,9999,99,99, 1, 1, 1,1,9999,9999,9999,9999,9999,9999,9999,99,1,  1, 26,24,  1,  1, 1, 1,  5,  8,9999,9999,9999,9999,9999,777,  1,  14,9999,9999, 4, 1,1,  5,  1,   8,9999,9999,9999,   2,9999,9999,9999,9999,9999,  3,9999,9,9999,9999,9999,  2,  2
309390,1,2,9,9,9,9999,1,9999,9999,9999,9999,9999,1,9999, 1,9999,99,99, 1, 1, 1,1,9999,9999,9999,9999,9999,9999,9999,99,1,  1, 37,40,  1,  1, 1, 1,  4,  5,9999,9999,9999,9999,9999,777,  2,9999,9999,9999, 1, 1,1,  5,  4,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,  3,9999,9,9999,9999,9999,  1,  1
309393,1,2,9,9,9,9999,1,9999,9999,9999,9999,9999,1,9999, 1,9999,99,99, 1, 1, 1,1,9999,9999,9999,9999,9999,9999,9999,99,1,  1, 32,34,  1,  1, 1, 1,  4,  2,9999,9999,9999,9999,9999,777,  2,9999,9999,9999, 1, 1,1,  2,  1,  18,9999,9999,9999,   1,  11,9999,9999,9999,9999,  3,9999,9,9999,9999,9999,  2,  2
309406,1,2,9,9,9,9999,1,9999,9999,9999,9999,9999,1,9999, 1,9999,99,99, 1, 1, 1,1,9999,9999,9999,9999,9999,9999,9999,99,1,  1, 25,27,  1,  1, 1, 1,  8,  2,9999,9999,9999,9999,9999,777,  2,9999,9999,9999, 1, 1,1,  1,  4,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,  3,9999,9,9999,9999,9999,  2,  2
309407,1,2,9,9,9,9999,1,9999,9999,9999,9999,9999,1,9999, 1,9999,99,99, 1, 1, 1,1,9999,9999,9999,9999,9999,9999,9999,99,1,  1, 54,51,  1,  1, 1, 1,888,  2,9999,9999,9999,9999,9999,777,  2,9999,9999,9999, 1, 1,1,  5,  1,  14,9999,9999,9999,   2,9999,9999,9999,9999,9999,  3,9999,9,9999,9999,9999,  1,  1
309414,1,2,9,9,9,9999,1,9999,9999,9999,9999,9999,1,9999, 1,9999,99,99, 1, 1, 1,1,9999,9999,9999,9999,9999,9999,9999,99,1,  1, 46,33,  5,  6, 1, 6,  4,  8,9999,9999,9999,9999,9999,777,  1,9999,9999,9999, 1, 1,1,  1,  4,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,  1,   2,9,9999,   2,9999,  5,  2
309416,1,2,9,9,9,9999,1,9999,9999,9999,9999,9999,1,9999, 1,9999,99,99, 1, 1, 1,1,9999,9999,9999,9999,9999,9999,9999,99,1,  1, 19,18,  1,  1, 1, 1,  4,  8,9999,9999,9999,9999,9999,777,  1,   2,9999,9999,21, 1,1,  5,  1,   6,9999,9999,9999,   1,  11,9999,9999,9999,9999,  3,9999,9,9999,9999,9999,  2,  2
309420,1,2,9,9,9,9999,1,9999,9999,9999,9999,9999,1,9999, 1,9999,99,99, 1, 1, 1,1,9999,9999,9999,9999,9999,9999,9999,99,1,  1, 58,43,  5,  2, 1, 1,  4,  9,9999,9999,9999,9999,9999,777,  2,9999,9999,9999, 1, 1,1,  1,  4,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,  3,9999,9,9999,9999,9999,  2,  2
309422,1,2,9,9,9,9999,1,9999,9999,9999,9999,9999,1,9999, 1,9999,99,99, 1, 1, 1,1,9999,9999,9999,9999,9999,9999,9999,99,1,  1, 21,26,  2,  1, 1, 1,  3,  1,9999,9999,9999,9999,9999,777,  2,9999,9999,9999, 1, 1,1,  5,  4,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,  3,9999,9,9999,9999,9999,  2,  2
309477,1,2,9,9,9,9999,1,9999,9999,9999,9999,9999,1,9999, 1,9999,99,99, 1, 1, 1,1,9999,9999,9999,9999,9999,9999,9999,99,1,  1, 49,47,  1,  2, 1, 1,  5,  8,9999,9999,9999,9999,9999,777,  2,9999,9999,9999, 1, 1,1,  1,  4,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,  3,9999,9,9999,9999,9999,  2,  2
309502,1,2,9,9,9,9999,1,9999,9999,9999,9999,9999,1,9999, 1,9999,99,99, 1, 1, 1,1,9999,9999,9999,9999,9999,9999,9999,99,1,  1, 64,32,  6,  1, 1, 1,  5, 16,9999,9999,9999,9999,9999,777,  2,9999,9999,9999, 1, 1,1,  5,  4,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,  3,9999,9,9999,9999,9999,  1,  1
309511,1,2,9,9,9,9999,1,9999,9999,9999,9999,9999,1,9999, 1,9999,99,99, 1, 1, 1,1,9999,9999,9999,9999,9999,9999,9999,99,1,  1, 27,21,  4,  1, 1, 1,  7,  2,9999,9999,9999,9999,9999,777,  2,9999,9999,9999, 1, 1,1,  5,  4,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,  1,   1,9,9999, 999,9999,  5,  2
309574,1,2,9,9,9,9999,1,9999,9999,9999,9999,9999,1,9999, 1,9999,99,99, 1, 1, 1,1,9999,9999,9999,9999,9999,9999,9999,99,1,  1, 55,53,  1,  2, 1, 1,  4, 10,9999,9999,9999,9999,9999,777,777,9999,9999,9999, 1, 1,1,999,  4,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,  1,   3,9,9999,  13,9999,  2,  2
309580,1,2,9,9,9,9999,1,9999,9999,9999,9999,9999,1,9999, 1,9999,99,99, 1, 1, 1,1,9999,9999,9999,9999,9999,9999,9999,99,1,  1, 44,47,  1,  2, 1, 1,  5,  2,9999,9999,9999,9999,9999,777,888,9999,9999,9999, 1, 1,1,  4,  1,   1,   8,9999,9999,   2,9999,9999,9999,9999,9999,  1,   2,9,9999, 999,9999,  2,  2
309608,1,2,9,9,9,9999,1,9999,9999,9999,9999,9999,1,9999, 1,9999,99,99, 1, 1, 1,1,9999,9999,9999,9999,9999,9999,9999,99,1,  1, 66,43,  6,  1, 1, 1,  2,  9,9999,9999,9999,9999,9999,777,  2,9999,9999,9999, 1, 1,1,  1,  4,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,  1,   2,9,9999,   7,9999,  2,  2
309609,1,2,9,9,9,9999,1,9999,9999,9999,9999,9999,1,9999, 1,9999,99,99, 1, 1, 1,1,9999,9999,9999,9999,9999,9999,9999,99,1,  1, 52,43,  4,  2, 1, 1,  7,  9,9999,9999,9999,9999,9999,777,  2,9999,9999,9999, 1, 1,1,  1,  4,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,  3,9999,9,9999,9999,9999,  2,  2
309681,1,2,9,9,9,9999,1,9999,9999,9999,9999,9999,1,9999, 1,9999,99,99, 1, 1, 1,1,9999,9999,9999,9999,9999,9999,9999,99,1,  1, 49,43,  4,  1, 1, 1,888,888,9999,9999,9999,9999,9999,777,888,9999,9999,9999, 1, 1,1,  5,  4,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,  3,9999,9,9999,9999,9999,  1,  1
309682,1,2,9,9,9,   1,1,9999,9999,9999,9999,9999,1,9999, 1,9999,99,99, 1, 1, 1,1,   2,9999,9999,9999,9999,9999,9999,99,1,  1, 35,39,  1,  1, 1, 1,  3,  2,9999,9999,9999,9999,9999,777,  2,9999,9999,9999, 1, 1,1,  2,  2,   6,9999,9999,9999,   2,9999,9999,9999,9999,9999,  3,9999,9,9999,9999,9999,  2,  2
318475,1,1,1,1,1,   1,1,9999,9999,9999,9999,9999,1,9999, 1,9999,99,99, 1, 1, 1,1,   1,9999,9999,9999,9999,9999,9999,99,1,  1,888,35,999,  1, 1, 1,888,888,9999,9999,9999,9999,9999,777,888,9999,9999,9999, 1, 1,1,  2,  1,   1,9999,9999,9999,   2,9999,9999,9999,9999,9999,  3,9999,9,9999,9999,9999,  2,  2
318483,1,1,1,1,1,   1,1,9999,9999,9999,9999,9999,1,9999, 1,9999,99,99, 1, 1, 1,1,   1,9999,9999,9999,9999,9999,9999,99,1,  1, 27,27,  1,  1, 1, 1,  4,  8,9999,9999,9999,9999,9999,777,  1,   2,9999,9999,14, 1,1,  5,  1,   6,9999,9999,9999,   1,  10,9999,9999,9999,9999,  3,9999,9,9999,9999,9999,  1,  1
318484,1,1,1,1,1,   1,1,9999,9999,9999,9999,9999,1,9999, 1,9999,99,99, 1, 1, 1,1,   1,9999,9999,9999,9999,9999,9999,99,1,  1, 35,37,  1,  1, 1, 1,  4,  3,9999,9999,9999, 888,9999,777,888,9999,9999,9999, 1, 1,1,  2,  1,   6,9999,9999,9999,   2,9999,9999,9999,9999,9999,  3,9999,9,9999,9999,9999,  2,  2
318485,1,1,3,2,1,   2,1,   2,9999,9999,9999,9999,1,   2, 1,   3,99, 5, 1, 1,19,1,   1,9999,9999,9999,9999,9999,9999,99,1,  1, 48,45,  1,  2, 1, 1,  3,  2,9999,9999,9999,9999,9999,777,  2,9999,9999,9999, 1, 1,1,  2,  1,   1,  12,9999,9999,   2,9999,9999,9999,9999,9999,  3,9999,9,9999,9999,9999,  1,  1
318488,1,1,1,1,1,   1,1,9999,9999,9999,9999,9999,1,9999, 1,9999,99,99, 1, 1, 1,1,   1,9999,9999,9999,9999,9999,9999,99,1,  1, 24,20,  1,  1, 1, 1,  7,  2,9999,9999,9999,9999,9999,777,  1,   5,9999,9999,10, 1,1,  3,  1,  14,9999,9999,9999,   1,  11,9999,9999,9999,9999,  3,9999,9,9999,9999,9999,  1,  1
318489,1,1,1,1,1,   1,1,9999,9999,9999,9999,9999,1,9999, 1,9999,99,99, 1, 1, 1,1,   1,9999,9999,9999,9999,9999,9999,99,1,  1, 24,22,  1,  1, 1, 1,  4,  9,9999,9999,9999,9999,9999,777,  1,   2,9999,9999, 7, 1,1,  2,  1,  12,  10,9999,9999,   2,9999,9999,9999,9999,9999,  3,9999,9,9999,9999,9999,  2,  2
318491,1,1,1,1,1,   1,1,9999,9999,9999,9999,9999,1,9999, 1,9999,99,99, 1, 1, 1,1,   1,9999,9999,9999,9999,9999,9999,99,1,  1, 32,33,  1,  1, 1, 1,  4,  2,9999,9999,9999,9999,9999,777,888,9999,9999,9999, 1, 1,1,  2,  1,   7,9999,9999,9999,   2,9999,9999,9999,9999,9999,  3,9999,9,9999,9999,9999,  2,  2
318493,1,1,4,2,2,   2,1,   2,9999,9999,9999,9999,1,   2, 1,   3,99,20, 1, 1, 9,1,   2,9999,9999,9999,9999,9999,9999,99,1,  1, 47,42,  4,  1, 1, 1,  7,  2,9999,9999,9999,9999,9999,777,  2,9999,9999,9999, 1, 1,1,  4,  1,   1,9999,9999,9999,   2,9999,9999,9999,9999,9999,  1,   3,9,9999, 999,9999,  4,  3
318497,1,1,3,2,1,   2,1,   2,9999,9999,9999,9999,1,   6, 1,   3,99,20, 1, 1, 2,1,   1,9999,9999,9999,9999,9999,9999,99,1,  1, 42,37,  4,  1, 1, 1,  4,888,9999,9999,9999,9999,9999,777,888,9999,9999,9999, 1, 1,1,  2,  1,   1,9999,9999,9999,   2,9999,9999,9999,9999,9999,  1,   1,9,9999, 999,9999,  2,  2
318499,1,1,3,2,1,   2,1,   2,9999,9999,9999,9999,1,   6, 1,   3,99,20, 1, 1, 5,1,   1,9999,9999,9999,9999,9999,9999,99,1,  1, 41,41,  1,  1, 1, 1,  4,  2,9999,9999,9999,9999,9999,777,  2,9999,9999,9999, 1, 1,1,  2,  1,   1,   6,9999,9999,   2,9999,9999,9999,9999,9999,  1,   1,9,9999, 999,9999,  2,  2
318504,1,1,3,2,1,   2,1,   2,9999,9999,9999,9999,1,   6, 1,   2,99,99,13,14, 1,1,   1,9999,9999,9999,9999,9999,9999,99,1,  1, 27,19,  4,  1, 1, 1,  4,888,9999,9999,9999,9999,9999,777,888,9999,9999,9999, 1, 1,1,  2,  1,   1,9999,9999,9999,   2,9999,9999,9999,9999,9999,  3,9999,9,9999,9999,9999,  2,  2
318505,1,1,1,1,1,   1,1,9999,9999,9999,9999,9999,1,9999, 1,9999,99,99, 1, 1, 1,1,   1,9999,9999,9999,9999,9999,9999,99,1,  1, 39,51,  3,  1, 1, 1,  3,  9,9999,9999,9999,9999,9999,777,  2,9999,9999,9999, 1, 1,1,  1,  4,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,  3,9999,9,9999,9999,9999,  2,  2
318506,1,1,1,1,1,   1,1,9999,9999,9999,9999,9999,1,9999, 1,9999,99,99, 1, 1, 1,1,   1,9999,9999,9999,9999,9999,9999,99,1,  1, 25,22,  1,  3, 6, 1,  3,  2,9999,9999,9999,9999,9999,777,  2,9999,9999,9999, 1, 1,1,  2,  4,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,  1,   3,9,9999, 999,9999,  4,  3
318516,1,1,1,1,1,   1,1,9999,9999,9999,9999,9999,1,9999, 1,9999,99,99, 1, 1, 1,1,   1,9999,9999,9999,9999,9999,9999,99,1,  1, 39,40,  1,  3, 6, 1,  3,  2,9999,9999,9999,9999,9999,777,  2,9999,9999,9999, 1, 1,1,  5,  1,   8,9999,9999,9999,   1,  13,9999,9999,9999,9999,  3,9999,9,9999,9999,9999,  2,  2
318557,1,1,1,1,1,   1,1,9999,9999,9999,9999,9999,1,9999, 1,9999,99,99, 1, 1, 1,1,   1,9999,9999,9999,9999,9999,9999,99,1,  1, 32,19,  5,  1, 1, 1,  5,  2,9999,9999,9999,9999,9999,777,888,9999,9999,9999, 1, 1,1,  2,  1,   1,  14,9999,9999,   2,9999,9999,9999,9999,9999,  3,9999,9,9999,9999,9999,  2,  2
318558,1,1,3,2,1,   2,1,   2,9999,9999,9999,9999,1,   9, 4,   1, 8,99, 1, 1, 1,1,   1,9999,9999,9999,9999,9999,9999,99,1,  1, 16,18,  1,  3, 6, 1,  3, 10,9999,9999,9999,9999,9999,777,777,9999,9999,9999, 1, 1,1,  5,  1,  23,9999,9999,9999,   2,9999,9999,9999,9999,9999,  3,9999,9,9999,9999,9999,  2,  2
318597,1,1,1,1,1,   1,1,9999,9999,9999,9999,9999,1,9999, 1,9999,99,99, 1, 1, 1,1,   1,9999,9999,9999,9999,9999,9999,99,1,  1, 35,29,  4,  1, 1, 1,  5,  2,9999,9999,9999,9999,9999,777,  2,9999,9999,9999, 1, 1,1,  5,  1,   1,9999,9999,9999,   2,9999,9999,9999,9999,9999,  3,9999,9,9999,9999,9999,  1,  1
318598,1,1,1,1,1,   1,1,9999,9999,9999,9999,9999,1,9999, 1,9999,99,99, 1, 1, 1,1,   1,9999,9999,9999,9999,9999,9999,99,1,  1, 51,40,  5,  1, 1, 1,888,  2,9999,9999,9999,9999,9999,777,  2,9999,9999,9999, 1, 1,1,  1,  4,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,  3,9999,9,9999,9999,9999,  2,  2
318601,1,1,1,1,1,   1,1,9999,9999,9999,9999,9999,1,9999, 1,9999,99,99, 1, 1, 1,1,   1,9999,9999,9999,9999,9999,9999,99,1,  1, 49,45,  1,  1, 1, 1,888,  5,9999,9999,9999,9999,9999,777,  2,9999,9999,9999, 1, 1,1,  5,  1,  18,9999,9999,9999,   2,9999,9999,9999,9999,9999,  3,9999,9,9999,9999,9999,  2,  2
318602,1,1,1,1,1,   1,1,9999,9999,9999,9999,9999,1,9999, 1,9999,99,99, 1, 1, 1,1,   1,9999,9999,9999,9999,9999,9999,99,1,  1, 26,32,  2,  1, 1, 1,  4,  2,9999,9999,9999,9999,9999,777,  1,   1,9999,9999,23, 1,1,  2,  1,  22,9999,9999,9999,   1,  11,  14,9999,9999,9999,  1,   1,9,9999,   1,9999,  1,  1
318607,1,1,1,1,1,   1,1,9999,9999,9999,9999,9999,1,9999, 1,9999,99,99, 1, 1, 1,1,   1,9999,9999,9999,9999,9999,9999,99,1,  1, 44,47,  1,  3, 9, 1,  2,  9,9999,9999,9999,9999,9999,777,  2,9999,9999,9999, 1, 1,1,  4,  1,  14,9999,9999,9999,   2,9999,9999,9999,9999,9999,  3,9999,9,9999,9999,9999,  2,  2
318630,1,1,2,2,2,   2,1,   2,9999,9999,9999,9999,1,   2, 1,   3,99, 6, 1, 1, 4,1,   2,9999,9999,9999,9999,9999,9999,99,1,  1, 32,27,  4,  1, 1, 1,  4,  9,9999,9999,9999,9999,9999,777,  1,   2,9999,9999, 5, 1,1,  2,  1,   1,9999,9999,9999,   1, 999,9999,9999,9999,9999,  1,   1,9,9999,  15,9999,  2,  2
318631,1,1,3,2,1,   2,1,   2,9999,9999,9999,9999,1,   6, 1,   3,99, 1, 1, 1,13,1,   1,9999,9999,9999,9999,9999,9999,99,1,  1, 20,20,  1,  1, 1, 1,  5,  2,   7,9999,9999,9999,9999,  2,  1,   3,9999,9999, 9, 1,1,  2,  1,  22,9999,9999,9999,   2,9999,9999,9999,9999,9999,  3,9999,9,9999,9999,9999,  2,  2
318632,1,1,1,1,1,   1,1,9999,9999,9999,9999,9999,1,9999, 1,9999,99,99, 1, 1, 1,1,   1,9999,9999,9999,9999,9999,9999,99,1,  1, 62,36,  6,  1, 1, 1,  2,  5,9999,9999,9999,9999,9999,777,  2,9999,9999,9999, 1, 1,1,  4,  1,  14,9999,9999,9999,   2,9999,9999,9999,9999,9999,  1,   1,9,9999,   7,9999,  2,  2
318633,1,1,3,2,1,   2,1,   2,9999,9999,9999,9999,1,  14,11,   3,99, 8, 1, 1, 2,1,   1,9999,9999,9999,9999,9999,9999,99,1,  1, 43,38,  4,  1, 1, 1,888,888,9999,9999,9999,9999,9999,777,888,9999,9999,9999, 1, 1,1,  2,  1,  18,9999,9999,9999,   2,9999,9999,9999,9999,9999,  1,   2,9,9999,   1,9999,  5,  2
318634,1,1,3,2,1,   2,1,   2,9999,9999,9999,9999,1,   6, 1,   3,99, 2, 1, 1, 2,1,   1,9999,9999,9999,9999,9999,9999,99,1,  1, 25,22,  1,  2, 1, 1,  5,  2,9999,9999,9999,9999,9999,777,  1,   1,9999,9999,21, 1,1,  2,  1,  23,9999,9999,9999,   2,9999,9999,9999,9999,9999,  3,9999,9,9999,9999,9999,  2,  2
318635,1,1,1,1,1,   1,1,9999,9999,9999,9999,9999,1,9999, 1,9999,99,99, 1, 1, 1,1,   1,9999,9999,9999,9999,9999,9999,99,1,  1, 42,41,  1,  1, 1, 1,  5,  2,9999,9999,9999,9999,9999,777,  2,9999,9999,9999, 1, 1,1,  2,  1,  18,9999,9999,9999,   2,9999,9999,9999,9999,9999,  3,9999,9,9999,9999,9999,  2,  2
318636,1,1,1,1,1,   1,1,9999,9999,9999,9999,9999,1,9999, 1,9999,99,99, 1, 1, 1,1,   1,9999,9999,9999,9999,9999,9999,99,1,  1, 48,26,  6,  1, 1, 1,  5,  2,9999,9999,9999,9999,9999,777,  1,   2,9999,9999, 9, 1,1,  2,  4,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,  1,   2,9,9999,   9,9999,  2,  2
318637,1,1,1,1,1,   1,1,9999,9999,9999,9999,9999,1,9999, 1,9999,99,99, 1, 1, 1,1,   1,9999,9999,9999,9999,9999,9999,99,1,  1, 39,40,  1,  1, 1, 1,  3,  9,9999,9999,9999,9999,9999,777,888,9999,9999,9999, 1, 1,1,  2,  1,   1,   2,  15,9999,   2,9999,9999,9999,9999,9999,  1,   4,9,9999,   1,9999,  1,  1
318638,1,1,1,1,1,   1,1,9999,9999,9999,9999,9999,1,9999, 1,9999,99,99, 1, 1, 1,1,   1,9999,9999,9999,9999,9999,9999,99,1,  1, 29,22,  4,  1, 1, 1,  4,  3,9999,9999,9999,  30,9999,777,  2,9999,9999,9999, 1, 1,1,  1,  3, 999,9999,9999,9999,9999,9999,9999,9999,9999,9999,  1,   2,9,9999,   7,9999,  2,  2
318639,1,1,1,1,1,   1,1,9999,9999,9999,9999,9999,1,9999, 1,9999,99,99, 1, 1, 1,1,   1,9999,9999,9999,9999,9999,9999,99,1,  1, 45,37,  4,  1, 1, 1,888,  2,9999,9999,9999,9999,9999,777,  2,9999,9999,9999, 1, 1,1,  5,  1,  19,9999,9999,9999,   2,9999,9999,9999,9999,9999,  3,9999,9,9999,9999,9999,  1,  1
318640,1,1,1,1,1,   1,1,9999,9999,9999,9999,9999,1,9999, 1,9999,99,99, 1, 1, 1,1,   1,9999,9999,9999,9999,9999,9999,99,1,  2, 43,50,  2,  2, 1, 1,  4,  2,9999,9999,9999,9999,9999,777,  2,9999,9999,9999, 1, 1,1,  5,  1, 999,9999,9999,9999,   2,9999,9999,9999,9999,9999,  3,9999,9,9999,9999,9999,  2,  2
318641,1,1,1,1,1,   1,1,9999,9999,9999,9999,9999,1,9999, 1,9999,99,99, 1, 1, 1,1,   1,9999,9999,9999,9999,9999,9999,99,1,  1, 32,31,  1,  1, 1, 1,  4,  2,9999,9999,9999,9999,9999,777,  1,   1,9999,9999, 9, 1,1,  2,  1,   1,  18,9999,9999,   2,9999,9999,9999,9999,9999,  1,   5,9,9999,   1,9999,  5,  2
318642,1,1,1,1,1,   1,1,9999,9999,9999,9999,9999,1,9999, 1,9999,99,99, 1, 1, 1,1,   1,9999,9999,9999,9999,9999,9999,99,1,  1, 34,19,  5,  1, 1, 1,888,  2,9999,9999,9999,9999,9999,777,  1,   1,9999,9999, 7, 1,1,  2,  1,   1,   2,9999,9999,   2,9999,9999,9999,9999,9999,  1,   1,9,9999,  11,9999,  2,  2
318643,1,1,1,1,1,   1,1,9999,9999,9999,9999,9999,1,9999, 1,9999,99,99, 1, 1, 1,1,   1,9999,9999,9999,9999,9999,9999,99,1,  1, 46,34,  5,  1, 1, 1,888,  2,9999,9999,9999,9999,9999,777,  2,9999,9999,9999, 1, 1,1,  2,  1,   1,9999,9999,9999,   1,   1,   2,9999,9999,9999,  3,9999,9,9999,9999,9999,  1,  1
318644,1,1,1,1,1,   1,1,9999,9999,9999,9999,9999,1,9999, 1,9999,99,99, 1, 1, 1,1,   1,9999,9999,9999,9999,9999,9999,99,1,  1, 26,27,  1,  1, 1, 1,  3, 10,9999,9999,9999,9999,9999,777,  1,  11,9999,9999,23, 1,1,  2,  1,   1,   1,9999,9999,   1,  11,9999,9999,9999,9999,  1,   1,9,9999,   5,9999,  2,  2
318654,1,1,1,1,1,   1,1,9999,9999,9999,9999,9999,1,9999, 1,9999,99,99, 1, 1, 1,1,   1,9999,9999,9999,9999,9999,9999,99,1,  1, 27,28,  1,  1, 1, 1,  5,  2,9999,9999,9999,9999,9999,777,  1,   1,   2,9999,19, 7,1,  1,  4,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,  1,   5,9,9999,   2,9999,  1,  1
318655,1,1,1,1,1,   1,1,9999,9999,9999,9999,9999,1,9999, 1,9999,99,99, 1, 1, 1,1,   1,9999,9999,9999,9999,9999,9999,99,1,  1, 50,46,  1,  1, 1, 1,  4,  9,9999,9999,9999,9999,9999,777,  2,9999,9999,9999, 1, 1,1,  1,  1,  15,9999,9999,9999,   1,   1,9999,9999,9999,9999,  3,9999,9,9999,9999,9999,  2,  2
318656,1,1,3,2,1,   2,1,   2,9999,9999,9999,9999,1,  14, 3,   3,99, 7, 1, 1, 7,1,   1,9999,9999,9999,9999,9999,9999,99,1,  1, 33,30,  1,  1, 1, 1,  5,888,9999,9999,9999,9999,9999,777,888,9999,9999,9999, 1, 1,1,  4,  1,  12,9999,9999,9999,   2,9999,9999,9999,9999,9999,  1,   1,9,9999,  11,9999,  2,  2
