CASEID,INVIEWN,ABUSED,C1SITUAT,PARTNERS,PABUSE,L1SAME,L2NAME,L3CURRNT,L4RELATE,L5TIME,L5YEARS,L5MNTHS,L5DATE,L6RELATE,L6OTHER,L7TIME,L7DATE,L7YEAR,L7END,L7BEGIN,L7MNTH,L7OTHER,L8ALL,L11CURNT,L12RELAT,L13TIME,L13YEARS,L14RELAT,L15TIME,L15YEARS,L15MNTH,L16SEX,L17AGE,B1AGE,AGEDISP,L18RACE,L18HSPNC,L18OTHER,L19EDU,L20JOB1,L20JOB2,L20JOB3,L20JOB4,L20PHOUR,L20VHOUR,L20STDNT,L21CHNGE,L22CODE1,L22CODE2,L22CODE3,L22DATE1,L22DATE2,L22DATE3,L23LIVE,L24APART,L25REASN,L25RESN2,L25RESN3,L25RESN4,L26RETRN,L27REASN,L27RESN2,L27RESN3,L27RESN4,L27RESN5,L28KID,L28BYHIM,DECEASED,L28FOSTR,L29LIVE,L29LIVE2,STDETAI,STEPCHIL
148118,1,1,3,2,1,   2,1,   2,9999,9999,9999,9999,1,   6, 1,   3,99, 2, 1, 1, 3,1,   3,9999,9999,9999,9999,9999,9999,99,1,  1, 37,36,  1,  1, 1, 1,  4,  2,9999,9999,9999,9999,9999,777,888,9999,9999,9999, 1, 1,1,  5,  1,   1,  22,9999,9999,   2,9999,9999,9999,9999,9999,  3,9999,9,9999,9999,9999,  1,  1
148119,1,1,1,1,1,   1,1,9999,9999,9999,9999,9999,1,9999, 1,9999,99,99, 1, 1, 1,1,   1,9999,9999,9999,9999,9999,9999,99,1,  1, 39,39,  1,  1, 1, 1,  5,  2,9999,9999,9999,9999,9999,777,  1,   5,9999,9999, 8, 1,1,  5,  2,  22,9999,9999,9999,   1,  11,9999,9999,9999,9999,  1,   1,9,9999,   1,9999,  1,  1
148120,1,1,1,1,1,   1,1,   2,9999,9999,9999,9999,1,   6,12,   1,99,99,14, 6, 1,1,   1,9999,9999,9999,9999,9999,9999,99,1,  1, 26,19,  4,  1, 1, 1,  4,  9,9999,9999,9999,9999,9999,777,  2,9999,9999,9999, 1, 1,1,  5,  1,  14,9999,9999,9999,   1,  17,9999,9999,9999,9999,  3,   0,9,9999,9999,9999,  1,  1
148122,1,1,1,1,1,   1,1,9999,9999,9999,9999,9999,1,9999, 1,9999,99,99, 1, 1, 1,1,   1,9999,9999,9999,9999,9999,9999,99,1,  1, 28,26,  1,  1, 1, 1,  9,  2,9999,9999,9999,9999,9999,777,  2,9999,9999,9999, 1, 1,1,  5,  2,  19,9999,9999,9999,   1,   9,9999,9999,9999,9999,  3,9999,9,9999,9999,9999,  2,  2
148156,1,1,1,1,1,   1,1,9999,9999,9999,9999,9999,1,9999, 1,9999,99,99, 1, 1, 1,1,   1,9999,9999,9999,9999,9999,9999,99,1,  2, 31,32,  1,  1, 1, 1,  9,  2,9999,9999,9999,9999,9999,777,  1,   5,9999,9999,17, 1,1,  1,  2,  19,9999,9999,9999,   1,  11,9999,9999,9999,9999,  3,9999,9,9999,9999,9999,  2,  2
148164,1,1,1,1,1,   1,1,9999,9999,9999,9999,9999,1,9999, 1,9999,99,99, 1, 1, 1,1,   1,9999,9999,9999,9999,9999,9999,99,1,  1, 26,20,  4,  7, 1, 4,  4,  3,9999,9999,9999, 888,9999,777,  2,9999,9999,9999, 1, 1,1,  5,  3,   6,9999,9999,9999,9999,9999,9999,9999,9999,9999,  3,9999,9,9999,9999,9999,  1,  1
148204,1,1,1,1,1,   1,1,9999,9999,9999,9999,9999,1,9999, 1,9999,99,99, 1, 1, 1,1,   1,9999,9999,9999,9999,9999,9999,99,1,  1, 22,22,  1,  1, 1, 1,  5,  7,9999,9999,9999,9999,9999,  2,  1,   7,9999,9999,23, 1,1,  2,  2,  11,9999,9999,9999,   1,  15,9999,9999,9999,9999,  3,9999,9,9999,9999,9999,  2,  2
148205,1,1,3,2,1,   2,1,   2,9999,9999,9999,9999,1,   6, 1,   1, 9,99, 1, 1, 1,4,   1,9999,9999,9999,9999,9999,9999,99,1,  1, 21,18,  1,  1, 1, 1,888,  9,9999,9999,9999,9999,9999,777,  2,9999,9999,9999, 1, 1,1,  5,  3,   1,9999,9999,9999,   2,9999,9999,9999,9999,9999,  3,9999,9,9999,9999,9999,  2,  2
148209,1,1,3,2,1,   2,1,   2,9999,9999,9999,9999,1,   6, 1,   3,99, 6, 1, 1,22,2,   1,9999,9999,9999,9999,9999,9999,99,1,  1, 23,18,  4,  1, 1, 1,  4,  2,9999,9999,9999,9999,9999,777,  1,   3,   8,9999,21, 6,1,  2,  1,  13,  12,9999,9999,   1,  16,9999,9999,9999,9999,  3,9999,9,9999,9999,9999,  2,  2
148210,1,1,1,1,1,   1,1,9999,9999,9999,9999,9999,1,9999, 1,9999,99,99, 1, 1, 1,1,   1,9999,9999,9999,9999,9999,9999,99,1,  1, 19,18,  1,  1, 1, 1,  4,  2,9999,9999,9999,9999,9999,777,  2,9999,9999,9999, 1, 1,1,  5,  3,   1,  12,   7,9999,   1,   8,9999,9999,9999,9999,  3,9999,9,9999,9999,9999,  2,  2
148241,1,1,1,1,1,   1,1,9999,9999,9999,9999,9999,1,9999, 1,9999,99,99, 1, 1, 1,1,   1,9999,9999,9999,9999,9999,9999,99,1,  1, 21,18,  1,  1, 1, 1,  4,  9,9999,9999,9999,9999,9999,777,  1,   2,9999,9999,14, 1,1,  3,  1,  11,9999,9999,9999,   1,   9,   3,  11,9999,9999,  3,9999,9,9999,9999,9999,  2,  2
148242,1,1,3,2,1,   2,1,   2,9999,9999,9999,9999,1,   6, 1,   2,99,99, 3,16, 1,1,   1,9999,9999,9999,9999,9999,9999,99,1,  1, 18,18,  1,  1, 1, 1,  3,888,9999,9999,9999,9999,9999,777,888,9999,9999,9999, 1, 1,1,  5,  2,   1,  10,9999,9999,   2,9999,9999,9999,9999,9999,  3,9999,9,9999,9999,9999,  1,  1
148245,1,1,1,1,1,   1,1,9999,9999,9999,9999,9999,1,9999, 1,9999,99,99, 1, 1, 1,1,   1,9999,9999,9999,9999,9999,9999,99,1,  1, 30,25,  4,  1, 1, 1,  5,  2,9999,9999,9999,9999,9999,777,  2,9999,9999,9999, 1, 1,1,  5,  2,   1,   2,  13,   7,   1,  12,9999,9999,9999,9999,  3,9999,9,9999,9999,9999,  1,  1
148247,1,1,1,1,1,   1,1,9999,9999,9999,9999,9999,1,9999, 1,9999,99,99, 1, 1, 1,1,   1,9999,9999,9999,9999,9999,9999,99,1,  1, 23,21,  1,  1, 1, 1,  4,  9,9999,9999,9999,9999,9999,777,  2,9999,9999,9999, 1, 1,1,  1,  3,   1,9999,9999,9999,   1,   3,9999,9999,9999,9999,  3,9999,9,9999,9999,9999,  2,  2
148344,1,1,2,3,3,   1,1,9999,9999,9999,9999,9999,1,9999, 1,9999,99,99, 1, 1, 1,1,   2,9999,9999,9999,9999,9999,9999,99,1,  1, 62,34,  6,  1, 1, 1,888,  2,9999,9999,9999,9999,9999,777,  2,9999,9999,9999, 1, 1,1,  2,  1,  20,9999,9999,9999,   1,  11,  12,9999,9999,9999,  3,9999,9,9999,9999,9999,  2,  2
148345,1,1,3,2,1,   2,1,   2,9999,9999,9999,9999,1,   6, 1,   2,99,99, 8, 7, 1,1,   1,9999,9999,9999,9999,9999,9999,99,1,  1, 35,33,  1,  1, 1, 1,  7,  2,9999,9999,9999,9999,9999,777,888,9999,9999,9999, 1, 1,1,  5,  1,   1,   8,9999,9999,   2,9999,9999,9999,9999,9999,  3,9999,9,9999,9999,9999,  2,  2
148350,1,1,1,1,1,   1,1,9999,9999,9999,9999,9999,1,9999, 1,9999,99,99, 1, 1, 1,1,   1,9999,9999,9999,9999,9999,9999,99,1,  1, 24,20,  1,  1, 1, 1,  3,  2,9999,9999,9999,9999,9999,777,  2,9999,9999,9999, 1, 1,1,  5,  1,  12,9999,9999,9999,   2,9999,9999,9999,9999,9999,  3,9999,9,9999,9999,9999,  2,  2
148351,1,1,1,1,1,   1,1,9999,9999,9999,9999,9999,1,9999, 1,9999,99,99, 1, 1, 1,1,   1,9999,9999,9999,9999,9999,9999,99,1,  1, 37,43,  2,  1, 1, 1,  5, 10,9999,9999,9999,9999,9999,777,  1,   2,9999,9999, 7, 1,1,  1,  2,  10,9999,9999,9999,   1,   9,9999,9999,9999,9999,  3,9999,9,9999,9999,9999,  1,  1
148402,1,1,1,1,1,   1,1,9999,9999,9999,9999,9999,1,9999, 1,9999,99,99, 1, 1, 1,1,   1,9999,9999,9999,9999,9999,9999,99,1,  1, 21,26,  2,  1, 1, 1,  4,  2,9999,9999,9999,9999,9999,777,  2,9999,9999,9999, 1, 1,1,  1,  4,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,  3,9999,9,9999,9999,9999,  1,  1
148459,1,1,1,1,1,   1,1,9999,9999,9999,9999,9999,1,9999, 1,9999,99,99, 1, 1, 1,1,   1,9999,9999,9999,9999,9999,9999,99,1,  1, 23,21,  1,  1, 1, 1,  4,  2,9999,9999,9999,9999,9999,777,  2,9999,9999,9999, 1, 1,1,  1,  4,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,  1,   1,9,9999,   2,9999,  1,  1
148521,1,1,3,2,1,   2,1,   2,9999,9999,9999,9999,1,   5, 1,   2,99,99, 5,17, 1,1,   1,9999,9999,9999,9999,9999,9999,99,1,  1, 19,18,  1,  1, 1, 1,  5,  2,   7,9999,9999,9999,9999,  2,  2,9999,9999,9999, 1, 1,1,  5,  1,   1,9999,9999,9999,   2,9999,9999,9999,9999,9999,  3,9999,9,9999,9999,9999,  2,  2
148559,1,1,1,1,1,   1,1,9999,9999,9999,9999,9999,1,9999, 1,9999,99,99, 1, 1, 1,1,   1,9999,9999,9999,9999,9999,9999,99,1,  1, 23,19,  1,  1, 1, 1,  3,  9,9999,9999,9999,9999,9999,777,  2,9999,9999,9999, 1, 1,1,  2,  4,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,  3,9999,9,9999,9999,9999,  2,  2
148560,1,1,1,1,1,   1,1,9999,9999,9999,9999,9999,1,9999, 1,9999,99,99, 1, 1, 1,1,   1,9999,9999,9999,9999,9999,9999,99,1,  1, 39,31,  4,  1, 1, 1,888,  3,9999,9999,9999,  11,9999,777,  2,9999,9999,9999, 1, 1,1,  1,  3,  12,  10,9999,9999,9999,9999,9999,9999,9999,9999,  1,   1,9,9999,   2,9999,  1,  1
148611,1,1,1,1,1,   1,1,9999,9999,9999,9999,9999,1,9999, 1,9999,99,99, 1, 1, 1,1,   1,9999,9999,9999,9999,9999,9999,99,1,  1, 22,29,  2,  1, 1, 1,  3,  9,9999,9999,9999,9999,9999,777,  2,9999,9999,9999, 1, 1,1,  5,  2,   1,   6,9999,9999,   1,   9,9999,9999,9999,9999,  1,   2,9,9999,   1,9999,  1,  1
148614,1,1,3,2,1,   2,1,   2,9999,9999,9999,9999,1,   6, 1,   3,99, 4, 1, 1,11,1,   1,9999,9999,9999,9999,9999,9999,99,1,  1, 22,18,  1,  1, 1, 1,  5,  7,9999,9999,9999,9999,9999,  1,888,9999,9999,9999, 1, 1,1,  5,  3,   7,9999,9999,9999,   2,9999,9999,9999,9999,9999,  3,9999,9,9999,9999,9999,  2,  2
149070,1,2,9,9,9,9999,1,9999,9999,9999,9999,9999,1,9999, 1,9999,99,99, 1, 1, 1,1,9999,9999,9999,9999,9999,9999,9999,99,1,  1, 36,27,  4,  1, 1, 1,  5,  2,9999,9999,9999,9999,9999,777,  2,9999,9999,9999, 1, 1,1,  2,  1,  10,9999,9999,9999,   1,  14,9999,9999,9999,9999,  3,9999,9,9999,9999,9999,  2,  2
149073,1,2,9,9,9,9999,1,9999,9999,9999,9999,9999,1,9999, 1,9999,99,99, 1, 1, 1,1,9999,9999,9999,9999,9999,9999,9999,99,1,  1, 29,29,  1,  1, 1, 1,  3,  9,9999,9999,9999,9999,9999,777,  2,9999,9999,9999, 1, 1,1,  5,  4,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,  3,9999,9,9999,9999,9999,  1,  1
149074,1,2,9,9,9,9999,1,9999,9999,9999,9999,9999,1,9999, 1,9999,99,99, 1, 1, 1,1,9999,9999,9999,9999,9999,9999,9999,99,1,  1, 30,28,  1,  1, 1, 1,  5,  2,9999,9999,9999,9999,9999,777,  2,9999,9999,9999, 1, 1,1,  3,  1,  14,9999,9999,9999,   1,   9,   4,9999,9999,9999,  1,   2,9,9999,   1,9999,  5,  2
149112,1,2,9,9,9,9999,1,9999,9999,9999,9999,9999,1,9999, 1,9999,99,99, 1, 1, 1,1,9999,9999,9999,9999,9999,9999,9999,99,1,  1, 29,23,  4,  6, 1, 7,  4,  2,9999,9999,9999,9999,9999,777,  1,   3,9999,9999, 2, 1,1,  4,  1,  14,9999,9999,9999,   2,9999,9999,9999,9999,9999,  3,9999,9,9999,9999,9999,  1,  1
149114,1,2,9,9,9,9999,1,9999,9999,9999,9999,9999,1,9999, 1,9999,99,99, 1, 1, 1,1,9999,9999,9999,9999,9999,9999,9999,99,1,  1, 35,31,  1,  1, 1, 1,  4,  2,9999,9999,9999,9999,9999,777,  2,9999,9999,9999, 1, 1,1,  1,  2,  11,9999,9999,9999,   1,   1,   2,   9,  14,9999,  3,9999,9,9999,9999,9999,  1,  1
149116,1,2,9,9,9,9999,1,9999,9999,9999,9999,9999,1,9999, 1,9999,99,99, 1, 1, 1,1,9999,9999,9999,9999,9999,9999,9999,99,1,  1, 23,23,  1,  1, 1, 1,  5,  2,9999,9999,9999,9999,9999,777,  1,   5,9999,9999, 5, 1,1,  5,  4,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,  3,9999,9,9999,9999,9999,  2,  2
149155,1,2,9,9,9,9999,1,9999,9999,9999,9999,9999,1,9999, 1,9999,99,99, 1, 1, 1,1,9999,9999,9999,9999,9999,9999,9999,99,1,  1, 25,25,  1,  1, 1, 1,  5,  3,9999,9999,9999,  25,9999,777,  2,9999,9999,9999, 1, 1,1,  5,  4,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,  3,9999,9,9999,9999,9999,  2,  2
149173,1,2,9,9,9,9999,1,9999,9999,9999,9999,9999,1,9999, 1,9999,99,99, 1, 1, 1,1,9999,9999,9999,9999,9999,9999,9999,99,1,  1, 20,20,  1,  1, 1, 1,  3,  2,9999,9999,9999,9999,9999,777,  2,9999,9999,9999, 1, 1,1,  5,  4,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,  3,9999,9,9999,9999,9999,  2,  2
149246,1,2,9,9,9,9999,1,9999,9999,9999,9999,9999,1,9999, 1,9999,99,99, 1, 1, 1,1,9999,9999,9999,9999,9999,9999,9999,99,1,  1, 32,30,  1,  1, 1, 1,  6,  2,9999,9999,9999,9999,9999,777,  1,   3,   3,9999,23, 9,1,  5,  4,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,  3,9999,9,9999,9999,9999,  1,  1
149333,1,2,9,9,9,9999,1,9999,9999,9999,9999,9999,1,9999, 1,9999,99,99, 1, 1, 1,1,9999,9999,9999,9999,9999,9999,9999,99,1,  1, 26,29,  1,  1, 1, 1,  4,  9,9999,9999,9999,9999,9999,777,  2,9999,9999,9999, 1, 1,1,  5,  4,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,  1,   1,9,9999,   1,9999,  3,  1
149334,1,2,9,9,9,9999,1,9999,9999,9999,9999,9999,1,9999, 1,9999,99,99, 1, 1, 1,1,9999,9999,9999,9999,9999,9999,9999,99,1,  1, 21,21,  1,  1, 1, 1,  5,  3,   4,   7,9999,  15, 888,  1,  2,9999,9999,9999, 1, 1,1,  5,  4,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,  3,9999,9,9999,9999,9999,  2,  2
149401,1,2,9,9,9,9999,1,9999,9999,9999,9999,9999,1,9999, 1,9999,99,99, 1, 1, 1,1,9999,9999,9999,9999,9999,9999,9999,99,1,  1, 26,19,  4,  1, 1, 1,  4,  2,9999,9999,9999,9999,9999,777,  2,9999,9999,9999, 1, 1,1,  5,  4,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,  3,9999,9,9999,9999,9999,  2,  2
149626,1,2,9,9,9,9999,1,9999,9999,9999,9999,9999,1,9999, 1,9999,99,99, 1, 1, 1,1,9999,9999,9999,9999,9999,9999,9999,99,1,  1, 48,32,  5,  1, 1, 1,888, 13,9999,9999,9999,9999,9999,777,  2,9999,9999,9999, 1, 1,1,  5,  4,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,  3,9999,9,9999,9999,9999,  1,  1
158095,1,1,1,1,1,   1,1,9999,9999,9999,9999,9999,1,9999, 1,9999,99,99, 1, 1, 1,1,   1,9999,9999,9999,9999,9999,9999,99,1,  1, 39,27,  5,  1, 1, 1,  4,  8,9999,9999,9999,9999,9999,777,  1,   2,9999,9999,23, 1,1,  1,  2,  22,9999,9999,9999,   1,   1,9999,9999,9999,9999,  1,   1,9,9999,   1,9999,  5,  2
158522,1,1,3,2,1,   2,1,   2,9999,9999,9999,9999,1,   5, 1,   3,99, 2, 1, 1, 4,1,   1,9999,9999,9999,9999,9999,9999,99,1,  1, 20,20,  1,  1, 1, 1,  3,  9,9999,9999,9999,9999,9999,777,  2,9999,9999,9999, 1, 1,1,  5,  1,  13,  12,9999,9999,   1,   9,  11,9999,9999,9999,  3,9999,9,9999,9999,9999,  2,  2
158523,1,1,4,2,2,   1,1,9999,9999,9999,9999,9999,1,9999, 1,9999,99,99, 1, 1, 1,1,   2,   2,9999,9999,9999,   5,   3,10,4,  1, 21,21,  1,  1, 1, 1,  2,  9,9999,9999,9999,9999,9999,777,  2,9999,9999,9999, 1, 1,1,  5,  1,   1,   7,9999,9999,   2,9999,9999,9999,9999,9999,  3,9999,9,9999,9999,9999,  2,  2
158561,1,1,3,2,1,   2,1,   2,9999,9999,9999,9999,1,   6, 1,   3,99, 2, 1, 1,22,1,   1,9999,9999,9999,9999,9999,9999,99,1,  1, 23,20,  1,  1, 1, 1,888,888,9999,9999,9999,9999,9999,777,888,9999,9999,9999, 1, 1,1,  2,  3,   1,  18,9999,9999,9999,9999,9999,9999,9999,9999,  3,9999,9,9999,9999,9999,  2,  2
158625,1,1,1,1,1,   1,1,9999,9999,9999,9999,9999,1,9999, 1,9999,99,99, 1, 1, 1,1,   1,9999,9999,9999,9999,9999,9999,99,1,  1, 23,18,  4,  1, 1, 1,  5,  2,   7,9999,9999,9999,9999,  2,  2,9999,9999,9999, 1, 1,1,  2,  4,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,  3,9999,9,9999,9999,9999,  2,  2
159050,1,2,9,9,9,9999,1,9999,9999,9999,9999,9999,1,9999, 1,9999,99,99, 1, 1, 1,1,9999,9999,9999,9999,9999,9999,9999,99,1,  1, 32,20,  5,  6, 1, 9,  5,  2,   7,9999,9999,9999,9999,  1,  1,   5,9999,9999, 5, 1,1,  5,  1,   6,9999,9999,9999,   1,  10,9999,9999,9999,9999,  3,9999,9,9999,9999,9999,  2,  2
159399,1,2,9,9,9,9999,1,9999,9999,9999,9999,9999,1,9999, 1,9999,99,99, 1, 1, 1,1,9999,9999,9999,9999,9999,9999,9999,99,1,  1, 28,27,  1,  1, 1, 1,  4,  2,9999,9999,9999,9999,9999,777,  1, 999,9999,9999, 1, 1,1,  5,  2,   6,9999,9999,9999,   1,  10,9999,9999,9999,9999,  3,9999,9,9999,9999,9999,  1,  1
168071,1,1,1,1,1,   1,1,9999,9999,9999,9999,9999,1,9999, 1,9999,99,99, 1, 1, 1,1,   1,9999,9999,9999,9999,9999,9999,99,1,  1, 23,20,  1,  1, 1, 1,  3,  8,9999,9999,9999,9999,9999,777,  1,   2,9999,9999,22, 1,1,  2,  1,   1,9999,9999,9999,   1,   1,9999,9999,9999,9999,  1,   1,9,9999,   1,9999,  5,  2
168072,1,1,1,1,1,   1,1,9999,9999,9999,9999,9999,1,9999, 1,9999,99,99, 1, 1, 1,1,   1,9999,9999,9999,9999,9999,9999,99,1,  1, 22,21,  1,  1, 1, 1,  4,  2,9999,9999,9999,9999,9999,777,  2,9999,9999,9999, 1, 1,1,  1,  4,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,  1,   3,9,9999,   2,9999,  1,  1
168091,1,1,1,1,1,   1,1,9999,9999,9999,9999,9999,1,9999, 1,9999,99,99, 1, 1, 1,1,   1,9999,9999,9999,9999,9999,9999,99,1,  1, 19,18,  1,  1, 1, 1,  5,  7,9999,9999,9999,9999,9999,  1,  2,9999,9999,9999, 1, 1,1,  5,  4,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,  1,   1,9,9999,   1,9999,  5,  2
168105,1,1,1,1,1,   1,1,9999,9999,9999,9999,9999,1,9999, 1,9999,99,99, 1, 1, 1,1,   1,9999,9999,9999,9999,9999,9999,99,1,  1, 30,27,  1,  1, 1, 1,  4,  2,9999,9999,9999,9999,9999,777,  2,9999,9999,9999, 1, 1,1,  5,  4,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,  3,9999,9,9999,9999,9999,  1,  1
168121,1,1,1,1,1,   1,1,9999,9999,9999,9999,9999,1,9999, 1,9999,99,99, 1, 1, 1,1,   1,9999,9999,9999,9999,9999,9999,99,1,  1, 21,18,  1,  1, 1, 1,  3,  8,9999,9999,9999,9999,9999,777,  1,   8,9999,9999,23, 1,1,  2,  1,  13,9999,9999,9999,   1,   2,9999,9999,9999,9999,  1,   1,9,9999,   1,9999,  5,  2
168123,1,1,1,1,1,   1,1,9999,9999,9999,9999,9999,1,9999, 1,9999,99,99, 1, 1, 1,1,   1,9999,9999,9999,9999,9999,9999,99,1,  1, 23,24,  1,  1, 1, 1,  5,  2,9999,9999,9999,9999,9999,777,  2,9999,9999,9999, 1, 1,1,  5,  4,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,  1,   1,9,9999,   1,9999,  1,  1
168202,1,1,3,2,1,   2,1,   2,9999,9999,9999,9999,1,  13, 7,   3,99, 2, 1, 1,13,1,   1,9999,9999,9999,9999,9999,9999,99,1,  1, 23,22,  1,  1, 1, 1,  3,  3,9999,9999,9999,  20,9999,777,  2,9999,9999,9999, 1, 1,1,  5,  1,   8,   7,9999,9999,   1,   9,9999,9999,9999,9999,  1,   1,9,9999,   1,9999,  5,  2
168237,1,1,3,2,1,   2,1,   2,9999,9999,9999,9999,1,   6, 1,   2,99,99,12,10, 1,1,   1,9999,9999,9999,9999,9999,9999,99,1,  1, 26,20,  4,  1, 1, 1,  4,  2,9999,9999,9999,9999,9999,777,888,9999,9999,9999, 1, 1,1,  5,  4,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,  3,9999,9,9999,9999,9999,  2,  2
168238,1,1,1,1,1,   1,1,9999,9999,9999,9999,9999,1,9999, 1,9999,99,99, 1, 1, 1,1,   1,9999,9999,9999,9999,9999,9999,99,1,  1, 22,22,  1,  1, 1, 1,  5,  2,9999,9999,9999,9999,9999,777,  2,9999,9999,9999, 1, 1,1,  5,  4,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,  1,   1,9,9999,   1,9999,  5,  2
168239,1,1,1,1,1,   1,1,9999,9999,9999,9999,9999,1,9999, 1,9999,99,99, 1, 1, 1,1,   1,9999,9999,9999,9999,9999,9999,99,1,  1, 22,19,  1,  1, 1, 1,888,  9,9999,9999,9999,9999,9999,777,  1,  17,9999,9999, 7, 1,1,  2,  1,   1,   8,9999,9999,   2,9999,9999,9999,9999,9999,  1,   1,9,9999,   2,9999,  1,  1
168251,1,1,1,1,1,   1,1,9999,9999,9999,9999,9999,1,9999, 1,9999,99,99, 1, 1, 1,1,   1,9999,9999,9999,9999,9999,9999,99,1,  1, 32,26,  4,  1, 1, 1,  7,  2,9999,9999,9999,9999,9999,777,  1,   2,   1,9999,14, 1,1,  2,  1,  11,9999,9999,9999,   1,   5,   7,   9,9999,9999,  1,   1,9,9999,   1,9999,  5,  2
168252,1,1,1,1,1,   1,1,9999,9999,9999,9999,9999,1,9999, 1,9999,99,99, 1, 1, 1,1,   1,9999,9999,9999,9999,9999,9999,99,1,  1, 20,18,  1,  1, 1, 1,  4,  3,9999,9999,9999,  20,9999,777,  2,9999,9999,9999, 1, 1,1,  2,  4,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,  1,   1,9,9999,   1,9999,  5,  2
168253,1,1,1,1,1,   1,1,9999,9999,9999,9999,9999,1,9999, 1,9999,99,99, 1, 1, 1,1,   1,9999,9999,9999,9999,9999,9999,99,1,  1, 29,32,  1,  1, 1, 1,  6,  9,9999,9999,9999,9999,9999,777,  2,9999,9999,9999, 1, 1,1,  5,  3, 999,9999,9999,9999,9999,9999,9999,9999,9999,9999,  3,9999,9,9999,9999,9999,  1,  1
168305,1,1,3,2,1,   2,1,   2,9999,9999,9999,9999,1,   6, 1,   2,99,99, 9,18, 1,1,   1,9999,9999,9999,9999,9999,9999,99,1,  1, 21,22,  1,  1, 1, 1,  4,  9,9999,9999,9999,9999,9999,777,  2,9999,9999,9999, 1, 1,1,  5,  3,   1,9999,9999,9999,   1,   1,   2,   9,9999,9999,  3,9999,9,9999,9999,9999,  1,  1
168322,1,1,1,1,1,   1,1,9999,9999,9999,9999,9999,1,9999, 1,9999,99,99, 1, 1, 1,1,   1,9999,9999,9999,9999,9999,9999,99,1,  1, 22,21,  1,  1, 1, 1,  5,  2,9999,9999,9999,9999,9999,777,  1,   5,9999,9999,14, 1,1,  5,  3,  14,  13,9999,9999,9999,9999,9999,9999,9999,9999,  1,   1,9,9999,   1,9999,  5,  2
168328,1,1,4,2,2,   1,1,9999,9999,9999,9999,9999,1,9999, 1,9999,99,99, 1, 1, 1,1,   2,   2,9999,9999,9999,  10,   3, 5,3,  1, 21,19,  1,  1, 1, 1,  5,  2,9999,9999,9999,9999,9999,777,888,9999,9999,9999, 1, 1,1,  5,  3,  14,9999,9999,9999,   2,9999,9999,9999,9999,9999,  1,   1,9,9999,   1,9999,  5,  2
168329,1,1,1,1,1,   1,1,9999,9999,9999,9999,9999,1,9999, 1,9999,99,99, 1, 1, 1,1,   1,9999,9999,9999,9999,9999,9999,99,1,  1, 21,20,  1,  1, 1, 1,  3, 14,9999,9999,9999,9999,9999,777,  1,  11,9999,9999,13, 1,1,  2,  1,  14,  10,9999,9999,   1,   2,   9,9999,9999,9999,  1,   1,9,9999,   1,9999,  5,  2
168330,1,1,1,2,1,   2,1,   2,9999,9999,9999,9999,1,   6, 1,   3,99, 2, 1, 1,13,1,   1,9999,9999,9999,9999,9999,9999,99,1,  1, 27,21,  4,  1, 1, 1,  3,888,9999,9999,9999,9999,9999,777,888,9999,9999,9999, 1, 1,1,  2,  1,   1,  11,9999,9999,   2,9999,9999,9999,9999,9999,  1,   1,9,9999,   1,9999,  5,  2
168332,1,1,1,1,1,   1,1,9999,9999,9999,9999,9999,1,9999, 1,9999,99,99, 1, 1, 1,1,   1,9999,9999,9999,9999,9999,9999,99,1,  1, 23,22,  1,  1, 1, 1,  4,  2,9999,9999,9999,9999,9999,777,  2,9999,9999,9999, 1, 1,1,  5,  4,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,  1,   1,9,9999,   1,9999,  5,  2
168333,1,1,1,1,1,   1,1,9999,9999,9999,9999,9999,1,9999, 1,9999,99,99, 1, 1, 1,1,   1,9999,9999,9999,9999,9999,9999,99,1,  1, 32,29,  1,  1, 1, 1,  4,  2,9999,9999,9999,9999,9999,777,  1,   1,   1,   2,13, 2,3,  1,  3,  13,9999,9999,9999,9999,9999,9999,9999,9999,9999,  1,   2,9,9999,   2,9999,  5,  2
