CASEID,INVIEWN,B1AGE,AGER,AGERR,B2EDU,HIGHSCHL,B3EMPLY1,B3EMPLY2,B3EMPLY3,B3EMPLY4,EMPLOYR,UNEMPLOY,HOMEMAKR,B3HOURS,B3VHOUR,B3STUDNT,B4CHANGE,B5CODE1,B5DATE1,B5CODE2,B5DATE2,B5CODE3,B5DATE3,B6RACE,RACER,B6HSPNIC,B6OTHER,B7BIRTH,B7PLACE,B7PLACER,F14CHICG,B8MARITL,MARRIED,SINGLE,SCRSTAT,SCRSTATR,FINSTAT,FINSTATR,ABUSED,CHNGSTAT,CHGTONAW,NAWYEAR,RELAC1,LENGTHC1,C1SITUAT,PARTNERS,PABUSE,SPANISH1,INMONTH,INYEAR,INDAY
148351,1,43,5,3,  3,  0,999,9999,9999,9999,9,9,0,9999,99,9999,  1,   2,16,9999, 1,9999, 1,  1,1,1, 1,  1, 47,  2,  2,  1,  0,  1,  1,  1, 1,1,1,1,99,99,  5,5,1,1,1,2, 1,1998,23
148402,1,26,3,1,  4,  1,  7,9999,9999,9999,3,0,0,9999,99,   1,  2,9999, 1,9999, 1,9999, 1,  1,1,1, 1,  1, 29,  5,  2,  1,  0,  1,  1,  1, 1,1,1,1,99,99,  5,2,1,1,1,2, 2,1998, 3
148459,1,21,2,1,  4,  1,  7,9999,9999,9999,3,0,0,9999,99,   1,  1,   7,12,9999, 1,9999, 1,  1,1,1, 1,  1, 47,  2,  2,  2,  1,  0,  1,  1, 1,1,1,1,99,99,  1,4,1,1,1,2, 2,1998,26
148521,1,18,1,1,  5,  1,  3,   4,   7,9999,1,0,0,  20, 5,   2,  1,   9, 7,9999, 1,9999, 1,  1,1,1, 1,  1, 19,  1,  1,  1,  0,  1,  1,  1, 1,1,1,1,99,99,  5,1,3,2,1,2, 3,1998, 6
148559,1,19,1,1,  3,  0,  7,9999,9999,9999,3,0,0,9999,99,   1,  2,9999, 1,9999, 1,9999, 1,  1,1,1, 1,  1, 19,  1,  1,  1,  0,  1,  1,  1, 1,1,1,1,99,99,  5,2,1,1,1,2, 3,1998,16
148560,1,31,4,2,  3,  0, 17,9999,9999,9999,9,9,0,9999,99,9999,  2,9999, 1,9999, 1,9999, 1,  1,1,1, 1,  1, 19,  1,  1,  8,  0,  0,  1,  1, 1,1,1,1,99,99,  5,2,1,1,1,2, 3,1998,16
148611,1,29,3,1,  7,  1,  9,9999,9999,9999,4,1,0,9999,99,9999,  2,9999, 1,9999, 1,9999, 1,  1,1,1, 1,  1, 27,  5,  2,  1,  0,  1,  1,  1, 1,1,1,1,99,99,  5,2,1,1,1,2, 3,1998,27
148614,1,18,1,1,  5,  1,  3,   7,9999,9999,1,0,0,  33,99,   1,  2,9999, 1,9999, 1,9999, 1,  1,1,1, 1,  1, 19,  1,  1,  1,  0,  1,  1,  1, 1,1,1,1,99,99,  5,1,3,2,1,2, 4,1998,10
149070,1,27,3,1,  3,  0,  8,9999,9999,9999,4,1,0,9999,99,9999,  2,9999, 1,9999, 1,9999, 1,  1,1,1, 1,  1, 19,  1,  1,  1,  0,  1,  3,  3, 2,2,2,3,99, 2,  6,3,9,9,9,2,10,1997, 2
149073,1,29,3,1,  5,  1,  9,9999,9999,9999,4,1,0,9999,99,9999,  2,9999, 1,9999, 1,9999, 1,  1,1,1, 1,  1, 19,  1,  1,  6,  0,  0,  1,  1, 3,3,2,2, 4, 2,  5,1,9,9,9,2,10,1997,14
149074,1,28,3,1,  5,  1,  9,9999,9999,9999,4,1,0,9999,99,9999,  1,  15,16,9999, 1,9999, 1,  1,1,1, 1,  1, 19,  1,  5,  1,  0,  1,  1,  1, 2,2,2,2, 3,99,  3,5,9,9,9,2,10,1997,14
149112,1,23,2,1,  5,  1,  2,9999,9999,9999,1,0,0,9999,99,9999,  1,  14,18,9999, 1,9999, 1,  1,1,1, 1,  1, 19,  1,  1,  1,  0,  1,  3,  3, 2,2,2,3,99, 1,  5,2,9,9,9,2,10,1997,10
149114,1,31,4,2,  3,  0,  9,9999,9999,9999,4,1,0,9999,99,9999,  1,  14,18,9999, 1,9999, 1,  1,1,1, 1,  1, 19,  1,  1,  1,  0,  1,  2,  2, 2,2,2,1,99,99,  5,2,9,9,9,2,10,1997,21
149116,1,23,2,1,  5,  1,  2,9999,9999,9999,1,0,0,9999,99,9999,  1,   5,25,9999, 1,9999, 1,  1,1,1, 1,  1, 19,  1,  1,  1,  0,  1,  2,  2, 2,2,2,1,99,99,  5,3,9,9,9,2,10,1997,10
149155,1,25,2,1,  7,  1,  3,9999,9999,9999,1,0,0,  30,99,9999,  2,9999, 1,9999, 1,9999, 1,  1,1,1, 1,  1, 19,  1,  1,  1,  0,  1,  2,  2, 2,2,2,1,99,99,  5,1,9,9,9,2,11,1997, 3
149173,1,20,1,1,  4,  1,  2,9999,9999,9999,1,0,0,9999,99,9999,  1,   1,11,9999, 1,9999, 1,  1,1,1, 1,  1, 19,  1,  1,  1,  0,  1,  2,  2, 2,2,2,1,99,99,  5,1,9,9,9,2,10,1997,29
149246,1,30,3,2,  5,  1,  9,9999,9999,9999,4,1,0,9999,99,9999,  1,   2, 2,9999, 1,9999, 1,  1,1,1, 1,  1, 19,  1,  1,  4,  0,  0,  2,  2, 2,2,2,1,99,99, 10,1,9,9,9,2,12,1997,11
149333,1,29,3,1,  4,  1,  9,9999,9999,9999,4,1,0,9999,99,9999,  2,9999, 1,9999, 1,9999, 1,  1,1,1, 1,  1, 37,  5,  2,  1,  0,  1,  3,  3, 2,2,2,3,99, 1,  5,2,9,9,9,2, 1,1998, 1
149334,1,21,2,1,  5,  1,  3,   4,   7,9999,1,0,0,  10, 4,   1,  2,9999, 1,9999, 1,9999, 1,  1,1,1, 1,  1, 19,  1,  1,  1,  0,  1,  2,  2, 2,2,2,1,99,99,  5,2,9,9,9,2,12,1997,22
149401,1,19,1,1,  4,  1,  9,9999,9999,9999,4,1,0,9999,99,9999,  2,9999, 1,9999, 1,9999, 1,  1,1,1, 1,  1, 19,  1,  2,  1,  0,  1,  3,  3, 2,2,2,3,99, 1,  5,1,9,9,9,2, 2,1998, 3
149626,1,32,4,2,  3,  0,  2,9999,9999,9999,1,0,0,9999,99,9999,  2,9999, 1,9999, 1,9999, 1,  1,1,1, 1,  1, 19,  1,  1,  1,  0,  1,  1,  1, 3,3,2,2, 5, 1,  5,1,9,9,9,2, 4,1998,28
158095,1,27,3,1,  4,  1,  9,9999,9999,9999,4,1,0,9999,99,9999,  2,9999, 1,9999, 1,9999, 1,  1,1,1, 1,  1, 19,  1,  1,  1,  0,  1,  1,  1, 1,1,1,1,99,99,  5,2,1,1,1,2, 9,1997,15
158522,1,20,1,1,  3,  0,  8,9999,9999,9999,4,1,0,9999,99,9999,  1,   2,10,9999, 1,9999, 1,  1,1,1, 1,  1, 19,  1,  1,  1,  0,  1,  1,  1, 1,1,1,1,99,99,  5,1,3,2,1,2, 3,1998, 9
158523,1,21,2,1,  5,  1,  7,9999,9999,9999,3,0,0,9999,99,   1,  2,9999, 1,9999, 1,9999, 1,  1,1,1, 1,  1, 19,  1,  1,  1,  0,  1,  1,  1, 1,1,1,1,99,99,  5,1,4,2,2,2, 3,1998, 9
158561,1,20,1,1,  3,  0,  8,9999,9999,9999,4,1,0,9999,99,9999,  1,   2,19,9999, 1,9999, 1,  1,1,1, 1,  1, 19,  1,  1,  1,  0,  1,  1,  1, 1,1,1,1,99,99,  5,1,3,2,1,2, 3,1998,13
158625,1,18,1,1,  4,  1,  3,   7,9999,9999,1,0,0,  22,99,   2,  2,9999, 1,9999, 1,9999, 1,  1,1,1, 1,  1, 19,  1,  1,  1,  0,  1,  1,  1, 1,1,1,1,99,99,  5,3,1,1,1,2, 4,1998,27
159050,1,20,1,1,  5,  1,  2,9999,9999,9999,1,0,0,9999,99,9999,  2,9999, 1,9999, 1,9999, 1,  1,1,1, 1,  1, 19,  1,  2,  1,  0,  1,  2,  2, 2,2,2,1,99,99,  5,2,9,9,9,2, 9,1997,15
159399,1,27,3,1,  4,  1,  3,9999,9999,9999,1,0,0,  30,99,9999,  2,9999, 1,9999, 1,9999, 1,  1,1,1, 1,  1, 19,  1,  1,  1,  0,  1,  1,  1, 2,2,2,2, 4,99,  5,2,9,9,9,2, 1,1998,30
168071,1,20,1,1,  5,  1,  7,9999,9999,9999,3,0,0,9999,99,   2,  1,   7,26,9999, 1,9999, 1,  1,1,1, 1,  1, 19,  1,  2,  1,  0,  1,  1,  1, 1,1,1,1,99,99,  6,2,1,1,1,2,10,1997,14
168072,1,21,2,1,  6,  1,  8,9999,9999,9999,4,1,0,9999,99,9999,  1,   8,26,9999, 1,9999, 1,  1,1,1, 1,  1, 19,  1,  1,  2,  1,  0,  1,  1, 1,1,1,1,99,99,  1,4,1,1,1,2,10,1997,14
168091,1,18,1,1,  3,  0,  7,9999,9999,9999,3,0,0,9999,99,   1,  2,9999, 1,9999, 1,9999, 1,  1,1,1, 1,  1, 19,  1,  1,  1,  0,  1,  2,  2, 1,1,1,2,99,99,  5,1,1,1,1,2,10,1997, 1
168105,1,27,3,1,  5,  1,  2,9999,9999,9999,1,0,0,9999,99,9999,  1,   1,16,9999, 1,9999, 1,  1,1,1, 1,  1, 19,  1,  1,  1,  0,  1,  3,  3, 1,1,1,2,99,99,  5,5,1,1,1,2,10,1997, 1
168121,1,18,1,1,  3,  0,  7,9999,9999,9999,3,0,0,9999,99,   1,  1,   8, 6,   7,12,9999, 1,  1,1,1, 1,  1, 19,  1,  1,  1,  0,  1,  1,  1, 1,1,1,1,99,99,  5,2,1,1,1,2,10,1997,27
168123,1,24,2,1,  5,  1,  2,9999,9999,9999,1,0,0,9999,99,9999,  1,   1,24,   8,11,   7, 4,  1,1,1, 1,  1, 19,  1,  1,  1,  0,  1,  1,  1, 1,1,1,1,99,99,  5,4,1,1,1,2,10,1997,27
168202,1,22,2,1,  5,  1,  2,9999,9999,9999,1,0,0,9999,99,9999,  2,9999, 1,9999, 1,9999, 1,997,9,1,11,  1, 19,  1,  1,  1,  0,  1,  1,  1, 1,1,1,1,99,99,  9,1,3,2,1,2,11,1997,10
168237,1,20,1,1,  5,  1,  7,9999,9999,9999,3,0,0,9999,99,   1,  2,9999, 1,9999, 1,9999, 1,  1,1,1, 1,  1, 19,  1,  2,  1,  0,  1,  2,  2, 1,1,1,2,99,99,  5,1,3,2,1,2,12,1997, 8
168238,1,22,2,1,  4,  1,  2,9999,9999,9999,1,0,0,9999,99,9999,  2,9999, 1,9999, 1,9999, 1,  1,1,1, 1,  1, 19,  1,  1,  5,  0,  0,  3,  3, 1,1,1,2,99,99,  5,2,1,1,1,2,12,1997, 8
168239,1,19,1,1,  3,  0,  9,9999,9999,9999,4,1,0,9999,99,9999,  1,   2,20,9999, 1,9999, 1,  1,1,1, 1,  1, 19,  1,  1,  1,  0,  1,  1,  1, 1,1,1,1,99,99,  6,2,1,1,1,2,12,1997, 8
168251,1,26,3,1,  4,  1,  2,9999,9999,9999,1,0,0,9999,99,9999,  1,   1, 2,   2,20,   1, 3,  1,1,1, 1,  1, 19,  1,  1,  1,  0,  1,  2,  2, 1,1,1,2,99,99,  5,2,1,1,1,2,12,1997,18
168252,1,18,1,1,  4,  1,  7,9999,9999,9999,3,0,0,9999,99,   1,  1,   8,16,9999, 1,9999, 1,  1,1,1, 1,  1, 19,  1,  1,  1,  0,  1,  2,  2, 1,1,1,2,99,99,  5,3,1,1,1,2,12,1997,18
168253,1,32,4,2,  5,  1,  7,9999,9999,9999,3,0,0,9999,99,   2,  2,   8,24,9999, 1,9999, 1,  1,1,1, 1,  1, 19,  1,  1,  1,  0,  1,  1,  1, 1,1,1,1,99,99,  5,1,1,1,1,2,12,1997,18
168305,1,22,2,1,  5,  1,  9,9999,9999,9999,4,1,0,9999,99,9999,  1,   8, 5,9999, 1,9999, 1,  1,1,1, 1,  1, 19,  1,  1,  1,  0,  1,  3,  3, 1,1,1,2,99,99,  5,1,3,2,1,2, 1,1998, 6
168322,1,21,2,1,  5,  1,  9,9999,9999,9999,4,1,0,9999,99,9999,  1,   1,18,   7,12,   2,11,  1,1,1, 1,  1, 19,  1,  1,  1,  0,  1,  2,  2, 1,1,1,2,99,99,  5,4,1,1,1,2,12,1997,22
168328,1,19,1,1,  5,  1,  9,9999,9999,9999,4,1,0,9999,99,9999,  1,   1,11,   2, 2,9999, 1,  1,1,1, 1,  1, 19,  1,  1,  1,  0,  1,  1,  1, 1,1,1,1,99,99,  5,1,4,2,2,2,12,1997,29
168329,1,20,1,1,  4,  1,  3,   7,9999,9999,1,0,0,  35,99,   1,  1,   7,23,9999, 1,9999, 1,  1,1,1, 1,  1, 19,  1,  1,  1,  0,  1,  1,  1, 1,1,1,1,99,99,  5,4,1,1,1,2,12,1997,29
168330,1,21,2,1,  3,  0,  2,9999,9999,9999,1,0,0,9999,99,9999,  2,9999, 1,9999, 1,9999, 1,  1,1,1, 1,  1, 30,  2,  1,  1,  0,  1,  1,  1, 1,1,1,1,99,99,  9,1,1,2,1,2,12,1997,29
168332,1,22,2,1,  5,  1,  3,   7,9999,9999,1,0,0,  32,99,   1,  1,   4,24,9999, 1,9999, 1,  1,1,1, 1,  1, 19,  1,  1,  1,  0,  1,  1,  1, 1,1,1,1,99,99,  5,4,1,1,1,2, 1,1998, 6
168333,1,29,3,1,  3,  0,  9,9999,9999,9999,4,1,0,9999,99,9999,  1,   8,26,9999, 1,9999, 1,  2,3,1, 1,  1, 52,  5,  2,  1,  0,  1,  2,  2, 1,1,1,2,99,99,  5,3,1,1,1,2,12,1997,22
168338,1,19,1,1,  5,  1,  5,9999,9999,9999,1,0,0,9999,99,9999,  1,   8,18,9999, 1,9999, 1,  1,1,1, 1,  1, 19,  1,  1,  1,  0,  1,  1,  1, 1,1,1,1,99,99,  5,1,4,2,2,2, 1,1998,12
168339,1,18,1,1,  3,  0,  9,9999,9999,9999,4,1,0,9999,99,9999,  1,   8, 9,   1, 8,   2, 8,  1,1,1, 1,  1, 19,  1,  1,  1,  0,  1,  1,  1, 1,1,1,1,99,99,  5,2,1,1,1,2, 1,1998,12
168340,1,33,4,2,  5,  1,  2,9999,9999,9999,1,0,0,9999,99,9999,  1,   1, 7,   7, 6,   8, 9,  1,1,1, 1,  1, 19,  1,  1,  1,  0,  1,  1,  1, 1,1,1,1,99,99,  5,4,1,1,1,2, 1,1998,13
168342,1,19,1,1,  3,  0,  9,9999,9999,9999,4,1,0,9999,99,9999,  1,   8,16,9999, 1,9999, 1,  1,1,1, 1,  1, 19,  1,  1,  2,  1,  0,  1,  1, 1,1,1,1,99,99,  1,4,1,1,1,2, 1,1998,15
168349,1,28,3,1,  3,  0,  9,9999,9999,9999,4,1,0,9999,99,9999,  1,   8,16,9999, 1,9999, 1,  1,1,1, 1,  1, 19,  1,  1,  5,  0,  0,  3,  3, 1,1,1,2,99,99,  6,1,1,1,1,2, 1,1998,20
168354,1,35,4,2,  4,  1,  2,9999,9999,9999,1,0,0,9999,99,9999,  2,9999, 1,9999, 1,9999, 1,  1,1,1, 1,  1, 19,  1,  1,  2,  1,  0,  1,  1, 1,1,1,1,99,99,  1,2,1,1,1,2, 1,1998,23
168396,1,19,1,1,  3,  0,  7,9999,9999,9999,3,0,0,9999,99,   2,  1,   2,24,   1, 9,9999, 1,  1,1,1, 1,  1, 19,  1,  2,  1,  0,  1,  1,  1, 1,1,1,1,99,99,  5,1,3,2,1,2, 1,1998,27
168398,1,18,1,1,  2,  0,  7,9999,9999,9999,3,0,0,9999,99,   1,  1,   8,23,9999, 1,9999, 1,  3,2,6, 1,  1, 36,  3,  2,  4,  0,  0,  1,  1, 1,1,1,1,99,99,  2,5,1,1,1,2, 1,1998,29
168454,1,32,4,2,  5,  1,  2,9999,9999,9999,1,0,0,9999,99,9999,  1,   1,23,9999, 1,9999, 1,  1,1,1, 1,  1, 19,  1,  1,  1,  0,  1,  1,  1, 1,1,1,1,99,99,  5,4,1,1,1,2, 2,1998, 9
168518,1,18,1,1,  4,  1, 11,9999,9999,9999,3,0,0,9999,99,9999,  1,   2,23,   7, 7,9999, 1,  1,1,1, 1,  1, 19,  1,  1,  1,  0,  1,  1,  1, 1,1,1,1,99,99,  5,1,1,1,1,2, 3,1998, 5
168519,1,24,2,1,  4,  1,  2,  12,9999,9999,1,0,0,9999,99,9999,  1,   4,12,9999, 1,9999, 1,  1,1,1, 1,  1, 19,  1,  1,  1,  0,  1,  1,  1, 1,1,1,1,99,99,  9,1,3,2,1,2, 3,1998, 5
168524,1,24,2,1,  5,  1,  9,9999,9999,9999,4,1,0,9999,99,9999,  2,9999, 1,9999, 1,9999, 1,  1,1,1, 1,  1, 19,  1,  1,  1,  0,  1,  1,  1, 1,1,1,1,99,99,  5,2,3,2,1,2, 3,1998,13
168526,1,18,1,1,  3,  0,  9,9999,9999,9999,4,1,0,9999,99,9999,  1,   2, 5,9999, 1,9999, 1,  1,1,1, 1,  1, 19,  1,  2,  1,  0,  1,  3,  3, 1,1,1,2,99,99,  5,2,1,1,1,2, 3,1998,13
168563,1,25,2,1,  3,  0,  9,9999,9999,9999,4,1,0,9999,99,9999,  1,   1,23,   2, 9,9999, 1,  1,1,1, 1,  1, 19,  1,  1,  3,  0,  0,  1,  1, 1,1,1,1,99,99,  3,5,1,1,1,2, 3,1998,20
168610,1,18,1,1,  3,  0,  7,9999,9999,9999,3,0,0,9999,99,   2,  1,   5,12,9999, 1,9999, 1,  1,1,1, 1,  1, 19,  1,  1,  1,  0,  1,  1,  1, 1,1,1,1,99,99, 11,2,1,1,1,2, 3,1998,27
168612,1,22,2,1,  5,  1,  2,9999,9999,9999,1,0,0,9999,99,9999,  2,9999, 1,9999, 1,9999, 1,  1,1,1, 1,  1, 19,  1,  1,  1,  0,  1,  3,  3, 1,1,1,2,99,99,  5,3,1,1,1,2, 4,1998,10
168616,1,18,1,1,  3,  0,  7,9999,9999,9999,3,0,0,9999,99,   2,  1,   7,10,9999, 1,9999, 1,  1,1,1, 1,  1, 19,  1,  1,  1,  0,  1,  1,  1, 1,1,1,1,99,99,  5,3,1,1,1,2, 4,1998,14
168618,1,50,5,4,  4,  1,  2,9999,9999,9999,1,0,0,9999,99,9999,  2,9999, 1,9999, 1,9999, 1,  7,9,1,13,  1, 19,  1,  2,  5,  0,  0,  1,  1, 1,1,1,1,99,99,  9,4,3,2,1,2, 4,1998,14
168619,1,41,5,3,  5,  1,  9,9999,9999,9999,4,1,0,9999,99,9999,  1,   2,19,9999, 1,9999, 1,  1,1,1, 1,  1, 19,  1,  1,  6,  0,  0,  1,  1, 1,1,1,1,99,99,  6,3,1,1,1,2, 4,1998,14
168624,1,18,1,1,  4,  1,  9,9999,9999,9999,4,1,0,9999,99,9999,  1,   8,16,9999, 1,9999, 1,  1,1,1, 1,  1, 19,  1,  1,  1,  0,  1,  1,  1, 1,1,1,1,99,99,  6,1,1,1,1,2, 4,1998,27
168627,1,18,1,1,  4,  1,  7,9999,9999,9999,3,0,0,9999,99,   1,  1,   1, 2,   2,20,9999, 1,  1,1,1, 1,  1, 19,  1,  2,  1,  0,  1,  1,  1, 1,1,1,1,99,99,  6,2,1,1,1,2, 4,1998,28
168628,1,31,4,2,  5,  1,  2,9999,9999,9999,1,0,0,9999,99,9999,  1,   3,10,9999, 1,9999, 1,  1,1,1, 1,  1, 19,  1,  1,  4,  0,  0,  1,  1, 1,1,1,1,99,99,  1,5,1,1,1,2, 4,1998,28
169069,1,19,1,1,  3,  0,  9,9999,9999,9999,4,1,0,9999,99,9999,  1,   2, 9,9999, 1,9999, 1,  1,1,1, 1,  1, 19,  1,  1,  1,  0,  1,  2,  2, 2,2,2,1,99,99,  5,1,9,9,9,2,10,1997, 2
169203,1,19,1,1,  5,  1,  7,9999,9999,9999,3,0,0,9999,99,   1,  2,9999, 1,9999, 1,9999, 1,  1,1,1, 1,  1, 19,  1,  1,  1,  0,  1,  2,  2, 2,2,2,1,99,99,  6,2,9,9,9,2,11,1997,10
169206,1,20,1,1,  5,  1,  9,9999,9999,9999,4,1,0,9999,99,9999,  1,   2,11,9999, 1,9999, 1,  7,9,1, 5,  1,  7,  4,  3,  1,  0,  1,  3,  3, 2,2,2,3,99, 1,  5,3,9,9,9,2,11,1997,25
169207,1,26,3,1,  3,  0,  9,9999,9999,9999,4,1,0,9999,99,9999,  2,9999, 1,9999, 1,9999, 1,  1,1,1, 1,  1, 19,  1,  1,  2,  1,  0,  2,  2, 2,2,2,1,99,99,  1,3,9,9,9,2,11,1997,26
169240,1,32,4,2,  5,  1,  2,9999,9999,9999,1,0,0,9999,99,9999,  1,   3,23,9999, 1,9999, 1,  1,1,1, 1,  1, 19,  1,  1,  4,  0,  0,  2,  2, 2,2,2,1,99,99,  2,5,9,9,9,2,12,1997, 9
169243,1,19,1,1,  4,  1,  3,9999,9999,9999,1,0,0,  30,99,9999,  2,9999, 1,9999, 1,9999, 1,  1,1,1, 1,  1, 19,  1,  1,  2,  1,  0,  2,  2, 2,2,2,1,99,99,  1,4,9,9,9,2,12,1997,11
169244,1,21,2,1,  4,  1,  2,9999,9999,9999,1,0,0,9999,99,9999,  2,9999, 1,9999, 1,9999, 1,  1,1,1, 1,  1, 19,  1,  1,  1,  0,  1,  2,  2, 2,2,2,1,99,99,  5,2,9,9,9,2,12,1997,11
169248,1,32,4,2,  3,  0,  9,9999,9999,9999,4,1,0,9999,99,9999,  2,9999, 1,9999, 1,9999, 1,  1,1,1, 1,  1, 45,  2,  2,  1,  0,  1,  2,  2, 2,2,2,1,99,99,  6,1,9,9,9,2,12,1997,17
169249,1,27,3,1,  5,  1,  2,9999,9999,9999,1,0,0,9999,99,9999,  2,9999, 1,9999, 1,9999, 1,  1,1,1, 1,  1, 19,  1,  1,  1,  0,  1,  2,  2, 2,2,2,1,99,99,  5,4,9,9,9,2,12,1997,17
169250,1,18,1,1,  3,  0,  9,9999,9999,9999,4,1,0,9999,99,9999,  1,   2, 9,   1,12,   8, 4,  1,1,1, 1,  1, 19,  1,  1,  1,  0,  1,  2,  2, 2,2,2,1,99,99,  5,3,9,9,9,2,12,1997,17
169254,1,29,3,1,  3,  0,  9,9999,9999,9999,4,1,0,9999,99,9999,  2,9999, 1,9999, 1,9999, 1,  1,1,1, 1,  1, 30,  2,  2,  1,  0,  1,  2,  2, 2,2,2,1,99,99,  9,3,9,9,9,2,12,1997,19
169326,1,18,1,1,  3,  0,  7,9999,9999,9999,3,0,0,9999,99,   1,  1,   2,24,9999, 1,9999, 1,  3,2,3, 1,  1, 19,  1,  1,  1,  0,  1,  2,  2, 2,2,2,1,99,99,  5,4,9,9,9,2,12,1997,29
169331,1,19,1,1,  5,  1,  9,9999,9999,9999,4,1,0,9999,99,9999,  1,   7, 5,   2,16,9999, 1,  1,1,1, 1,  1, 19,  1,  1,  1,  0,  1,  2,  2, 2,2,2,1,99,99,  5,3,9,9,9,2, 1,1998, 6
169343,1,26,3,1,  7,  1,  2,9999,9999,9999,1,0,0,9999,99,9999,  2,9999, 1,9999, 1,9999, 1,  1,1,1, 1,  1, 30,  2,  2,  1,  0,  1,  2,  2, 2,2,2,1,99,99,  5,4,9,9,9,2, 1,1998,15
169352,1,20,1,1,  4,  1,  9,9999,9999,9999,4,1,0,9999,99,9999,  2,9999, 1,9999, 1,9999, 1,  1,1,1, 1,  1, 19,  1,  1,  1,  0,  1,  3,  3, 2,2,2,3,99, 3,  5,2,9,9,9,2, 1,1998,23
169353,1,28,3,1,  3,  0,  9,9999,9999,9999,4,1,0,9999,99,9999,  1,   2,26,9999, 1,9999, 1,  1,1,1, 1,  1, 19,  1,  1,  2,  1,  0,  2,  2, 2,2,2,1,99,99,  1,5,9,9,9,2, 1,1998,23
169404,1,28,3,1,  3,  0,  3,9999,9999,9999,1,0,0,  24,99,9999,  2,9999, 1,9999, 1,9999, 1,  1,1,1, 1,  1, 19,  1,  1,  8,  0,  0,  1,  1, 2,2,2,2, 2,99,  5,2,9,9,9,2, 2,1998, 3
169517,1,19,1,1,  4,  1,  3,   7,9999,9999,1,0,0,  24,99,   2,  1,   8,26,   7, 5,   1,10,  3,2,5, 1,  1, 19,  1,  1,  1,  0,  1,  1,  1, 3,3,2,2, 5, 1,  5,1,9,9,9,2, 3,1998, 5
169613,1,22,2,1,  5,  1,  2,9999,9999,9999,1,0,0,9999,99,9999,  2,9999, 1,9999, 1,9999, 1,  1,1,1, 1,  1, 19,  1,  1,  1,  0,  1,  1,  1, 2,2,2,2, 3,99,  5,3,9,9,9,2, 4,1998,10
169615,1,43,5,3,  5,  1,  9,9999,9999,9999,4,1,0,9999,99,9999,  2,9999, 1,9999, 1,9999, 1,  1,1,1, 1,  1, 19,  1,  1,  1,  0,  1,  3,  3, 2,2,2,3,99, 2,  5,5,9,9,9,2, 4,1998,14
169617,1,26,3,1,  4,  1,  3,9999,9999,9999,1,0,0,  30,99,9999,  2,9999, 1,9999, 1,9999, 1,  1,1,1, 1,  1, 19,  1,  1,  1,  0,  1,  3,  3, 2,2,2,3,99, 2,  5,5,9,9,9,2, 4,1998,14
218042,1,26,3,1,  6,  1,  3,   4,9999,9999,1,0,0,  20, 1,9999,  1,   5,26,9999, 1,9999, 1,  2,3,1, 1,  1, 19,  1,  2,999,999,999,  2,  2, 1,1,1,2,99,99,  7,2,1,1,1,2, 7,1997,30
218048,1,30,3,2,  5,  1,  3,   7,9999,9999,1,0,0,  30,99,   2,  1,   2,17,   7, 8,9999, 1,  2,3,1, 1,  1, 19,  1,  1,  1,  0,  1,  1,  1, 1,1,1,1,99,99,  6,4,4,2,2,2, 7,1997,18
218148,1,31,4,2,  5,  1,  7,   9,9999,9999,3,0,0,9999,99,   1,  2,9999, 1,9999, 1,9999, 1,  3,2,6, 1,  1, 43,  6,  1,  1,  0,  1,  1,  1, 1,1,1,1,99,99,  8,2,1,1,1,2, 8,1997,13
218160,1,27,3,1,  7,  1,  2,9999,9999,9999,1,0,0,9999,99,9999,  1,   1,18,9999, 1,9999, 1,  3,2,1, 1,  1, 19,  1,  1,  2,  1,  0,  1,  1, 1,1,1,1,99,99,  5,1,1,1,1,2,10,1997,15
219147,1,26,3,1,  5,  1,  2,9999,9999,9999,1,0,0,9999,99,9999,  1,   1,18,9999, 1,9999, 1,  2,3,1, 1,  1, 48,  4,  2,  1,  0,  1,  1,  1, 2,2,2,2, 3,99,  5,2,9,9,9,2, 8,1997, 2
219235,1,18,1,1,  3,  0,  7,9999,9999,9999,3,0,0,9999,99,   1,  1,   2,24,9999, 1,9999, 1,  3,2,1, 1,  1, 19,  1,  1,  1,  0,  1,  2,  2, 2,2,2,1,99,99,  5,3,9,9,9,2,10,1997, 6
228284,1,24,2,1,  5,  1,  1,9999,9999,9999,1,0,0,9999,99,9999,  2,9999, 1,9999, 1,9999, 1,  2,3,1, 1,  1, 19,  1,  1,  5,  0,  0,  1,  1, 1,1,1,1,99,99,  5,1,3,2,1,2,12,1997, 3
229047,1,36,4,2,  5,  1,  9,9999,9999,9999,4,1,0,9999,99,9999,  1,  14, 4,   2,19,9999, 1,  2,3,1, 1,  1, 27,  5,  2,  2,  1,  0,  2,  2, 2,2,2,1,99,99,  1,3,9,9,9,2, 8,1997, 5
308001,1,31,4,2,  4,  1,  8,9999,9999,9999,4,1,0,9999,99,9999,  2,9999, 1,9999, 1,9999, 1,  3,2,1, 1,  2,  9, 10,  2,  1,  0,  1,  2,  2, 1,1,1,2,99,99,  5,2,1,1,1,2, 7,1997, 7
308002,1,18,1,1,  3,  0,  7,9999,9999,9999,3,0,0,9999,99,   1,  2,9999, 1,9999, 1,9999, 1,  1,1,1, 1,  1, 19,  1,  1,  1,  0,  1,  1,  1, 1,1,1,1,99,99,  5,2,1,1,1,2, 7,1997, 9
