CASEID,G1NUMBER,H1JEALUS,H2LIMIT,H3KNOWNG,J1HIT,J2THROWN,J3PUSH,J4SLAP,J5KICK,J6OBJECT,J7BEAT,J8CHOKE,J9KNIFE,J10GUN,J11SEX,POWER,HARASS,B1AGE,AGEDISP,STDETAI,SAMESEXR,N11DRUGS,N12ALCHL,N13SUHIM,N16CHILD,N17ARRST,N1FRQNCY,N2SVRITY,N3WEAPON,N4CHOKE,N5SEX,N6CONTRL,N8JEALUS,N10CPBLE
309267,9999,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,49,2,2,9999,2,2,2,2,1,3,3,3,3,3,3,3,3
309275,9999,1,2,1,2,2,2,2,2,2,2,2,2,2,2,3,4,46,3,1,1,2,1,2,2,888,3,3,3,3,3,3,3,3
309286,9999,1,1,1,2,2,2,2,2,2,2,2,2,2,2,4,5,42,1,2,9999,1,1,2,2,1,3,3,3,3,3,3,3,3
309289,9999,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,26,4,2,9999,2,2,2,2,2,3,3,3,3,3,3,3,3
309290,9999,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,21,1,2,9999,2,2,2,2,1,3,3,3,3,3,3,3,3
309292,9999,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,19,4,2,9999,2,2,2,2,1,3,3,3,3,3,3,3,3
309308,9999,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,39,1,1,9999,2,2,2,2,888,3,3,3,3,3,3,3,3
309311,9999,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,24,1,2,9999,1,2,2,888,1,3,3,3,3,3,3,3,3
309390,9999,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,40,1,1,9999,2,2,2,2,2,3,3,3,3,3,3,3,3
309393,9999,1,1,1,2,2,2,2,2,2,2,2,2,2,2,3,0,34,1,2,9999,2,2,2,2,1,3,3,3,3,3,3,3,3
309406,9999,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1,27,1,2,9999,2,2,2,2,2,3,3,3,3,3,3,3,3
309407,9999,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,51,1,1,9999,2,1,2,2,2,3,3,3,3,3,3,3,3
309414,9999,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,33,5,5,9999,2,2,2,2,2,3,3,3,3,3,3,3,3
309416,9999,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,18,1,2,9999,1,2,2,2,1,3,3,3,3,3,3,3,3
309420,9999,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,43,5,2,9999,2,2,2,2,2,3,3,3,3,3,3,3,3
309422,9999,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,26,2,2,9999,2,2,2,2,2,3,3,3,3,3,3,3,3
309477,9999,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,47,1,2,9999,2,2,2,2,2,3,3,3,3,3,3,3,3
309502,999,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,5,32,6,1,9999,2,2,2,2,2,3,3,3,3,3,3,3,3
309511,9999,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,21,4,5,9999,2,2,2,2,2,3,3,3,3,3,3,3,3
309574,9999,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,53,1,2,9999,2,2,2,1,2,3,3,3,3,3,3,3,3
309580,9999,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,47,1,2,9999,1,1,2,2,888,3,3,3,3,3,3,3,3
309608,9999,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,43,6,2,9999,2,2,2,2,2,3,3,3,3,3,3,3,3
309609,9999,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1,43,4,2,9999,2,2,2,2,2,3,3,3,3,3,3,3,3
309681,9999,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,43,4,1,9999,2,2,888,888,888,3,3,3,3,3,3,3,3
309682,9999,1,1,1,666,666,666,666,666,666,666,666,666,666,666,4,11,39,1,2,9999,2,1,2,2,2,3,3,1,1,1,1,1,1
318475,9999,1,1,1,1,1,1,1,1,1,1,2,1,1,1,5,7,35,999,2,9999,1,1,2,2,1,1,1,1,2,2,1,2,1
318483,9999,1,2,1,2,2,1,2,2,2,2,2,2,2,2,2,0,27,1,1,9999,2,2,2,2,2,2,2,2,2,2,2,2,2
318484,9999,1,1,1,1,2,1,1,1,2,1,1,2,2,1,5,7,37,1,2,9999,1,2,1,2,1,2,1,2,1,1,1,2,1
318485,9999,1,2,1,1,2,1,2,2,2,2,2,2,2,2,2,5,45,1,1,9999,2,2,2,2,1,2,2,1,1,2,1,1,1
318488,9999,1,1,1,2,2,1,2,2,2,2,2,2,2,2,4,6,20,1,1,9999,2,1,2,2,1,2,2,2,2,2,1,1,1
318489,1,1,1,1,1,2,1,1,2,2,2,1,2,2,2,3,4,22,1,2,9999,2,1,2,2,1,2,1,2,1,2,1,1,2
318491,9999,1,1,1,2,2,1,1,1,1,1,1,2,2,2,5,10,33,1,2,9999,1,1,2,2,1,2,2,1,1,1,1,1,1
318493,9999,1,2,1,1,2,2,2,2,2,2,2,2,2,1,4,3,42,4,4,9999,2,2,2,2,2,2,2,2,2,1,1,1,1
318497,9999,1,1,1,1,1,1,1,2,2,1,2,2,2,1,5,3,37,4,2,9999,2,2,2,2,1,2,2,2,1,1,1,2,2
318499,9999,1,1,1,1,1,1,2,1,1,1,1,2,1,1,5,13,41,1,2,9999,1,1,1,2,1,1,1,1,1,1,1,1,1
318504,9999,1,1,1,1,2,1,1,1,2,1,1,2,2,1,4,5,19,4,2,9999,2,1,2,2,2,1,1,2,1,1,1,1,1
318505,9999,1,2,2,1,2,1,2,2,2,2,2,2,2,2,1,0,51,3,2,9999,2,1,2,1,2,2,2,2,1,2,2,2,2
318506,9999,1,2,2,1,1,1,2,2,2,2,2,2,2,2,3,3,22,1,4,9999,2,1,1,2,1,2,2,2,2,2,2,1,2
318516,9999,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,3,40,1,2,9999,1,1,2,2,1,1,2,2,2,2,1,2,1
318557,9999,1,1,1,1,1,1,1,1,1,1,1,1,2,1,4,11,19,5,2,9999,2,2,1,2,1,1,1,1,1,1,1,1,1
318558,9999,1,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,18,1,2,9999,1,2,2,2,1,2,2,1,2,1,2,888,1
318597,9999,1,1,2,1,2,1,2,2,2,2,2,2,2,2,2,5,29,4,1,9999,999,999,999,999,999,999,999,999,999,999,999,999,999
318598,9999,1,1,1,1,1,1,1,1,2,2,2,2,2,1,5,1,40,5,2,9999,2,2,2,2,2,2,2,2,2,1,2,2,2
318601,9999,1,1,1,2,2,1,1,2,2,2,1,2,1,1,5,7,45,1,2,9999,1,1,2,2,1,2,2,1,1,1,1,2,1
318602,1,1,1,1,1,2,1,2,2,2,2,1,2,2,2,3,1,32,2,1,9999,2,2,2,2,1,2,2,2,1,2,2,2,1
318607,9999,1,1,1,1,2,1,1,2,2,2,2,2,2,1,5,3,47,1,2,9999,2,1,2,2,1,2,2,1,1,1,1,2,2
318630,9999,1,1,1,1,1,2,1,1,2,1,1,1,2,2,5,7,27,4,2,9999,1,1,2,1,1,1,1,2,1,1,1,1,1
318631,9999,1,2,1,2,1,1,2,2,2,2,2,2,2,1,3,6,20,1,2,9999,2,1,1,2,2,1,2,2,2,1,1,1,1
318632,9999,1,1,1,1,1,1,1,1,2,1,2,2,1,1,5,8,36,6,2,9999,2,2,2,2,1,2,2,1,1,1,1,1,1
318633,9999,1,1,1,1,1,1,1,2,1,2,2,2,2,2,4,9,38,4,5,9999,1,1,1,1,1,2,2,2,1,2,1,1,2
318634,9999,1,2,1,2,2,1,2,1,2,2,2,2,2,2,3,4,22,1,2,9999,2,2,1,2,2,2,2,2,2,2,2,2,2
318635,9999,2,1,1,1,2,1,1,2,2,2,2,2,2,2,3,2,41,1,2,9999,1,1,2,2,2,2,2,2,2,2,2,2,2
318636,9999,1,1,1,1,2,1,2,1,2,2,1,1,2,2,4,2,26,6,2,9999,2,2,2,2,1,2,2,1,1,2,1,2,1
318637,9999,1,1,1,1,2,1,1,1,2,2,1,2,2,2,5,10,40,1,1,9999,888,1,1,2,1,2,2,2,1,2,1,1,1
318638,9999,2,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,22,4,2,9999,2,2,2,2,2,2,2,2,2,2,2,2,2
318639,9999,1,2,1,2,2,1,2,2,2,2,2,2,2,2,3,3,37,4,1,9999,1,2,2,2,1,2,2,2,2,2,1,2,1
318640,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,0,2,50,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1
318641,9999,1,1,1,1,2,1,2,1,1,1,1,2,2,2,4,6,31,1,5,9999,2,2,2,2,1,2,2,1,1,2,1,1,2
318642,9999,1,1,2,1,1,1,1,1,2,1,1,2,2,1,4,5,19,5,2,9999,1,1,2,2,1,2,2,1,1,1,1,2,1
318643,9999,1,2,1,1,2,1,1,2,2,2,1,2,2,2,4,2,34,5,1,9999,2,1,2,2,2,2,2,2,2,2,1,1,2
318644,9999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,13,27,1,2,9999,1,1,1,2,1,2,2,1,1,1,1,1,1
318654,9999,2,1,1,2,1,1,2,2,1,2,2,2,2,1,2,3,28,1,1,9999,2,2,2,2,2,2,2,2,1,1,2,2,2
318655,9999,1,2,1,1,2,1,1,2,2,2,1,1,2,2,4,6,46,1,2,9999,2,1,2,2,2,2,2,1,1,2,2,2,1
318656,9999,1,2,2,2,2,1,2,2,2,2,2,2,2,2,1,1,30,1,2,9999,2,2,2,2,1,2,2,2,2,2,1,1,2
318658,9999,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,0,33,1,2,9999,2,2,2,2,2,2,2,999,2,2,2,2,2
318660,9999,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,0,33,1,1,9999,2,2,2,2,2,2,2,2,2,2,2,2,2
318661,9999,1,2,1,2,2,1,1,2,2,2,2,2,2,2,3,1,28,1,1,9999,1,1,2,2,2,2,2,2,2,2,2,2,2
318662,9999,1,1,1,1,2,1,1,1,2,1,2,2,2,2,5,7,26,1,1,9999,2,2,2,2,1,2,2,2,2,1,2,2,2
318663,9999,1,1,1,1,2,1,2,1,2,2,2,2,2,2,5,3,18,5,2,9999,1,2,2,2,1,1,2,2,2,2,1,1,2
318682,9999,1,1,1,1,2,1,1,1,2,1,1,2,2,1,5,9,26,1,2,1,1,1,2,2,1,1,1,1,2,1,1,2,1
318683,9999,1,1,1,1,2,1,1,1,2,1,1,1,2,1,4,4,32,4,2,9999,1,2,1,2,1,1,1,1,1,1,1,1,1
318684,9999,2,2,1,2,2,2,1,2,2,2,2,2,2,2,1,0,20,4,5,9999,2,2,2,2,2,2,2,2,2,2,2,2,2
318687,9999,1,1,1,1,1,1,1,1,1,1,1,2,2,1,5,10,43,4,2,9999,1,1,1,2,1,2,1,2,1,1,1,1,1
318688,9999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,7,27,1,2,9999,2,2,2,2,1,1,1,1,1,1,1,1,1
318689,9999,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,51,1,2,9999,1,1,2,1,1,2,2,1,1,1,1,2,1
318690,9999,1,1,1,1,1,1,1,1,1,1,1,2,1,1,5,12,24,4,2,1,888,2,1,2,2,2,1,1,1,1,1,1,1
318691,9999,1,1,1,1,2,1,1,1,2,1,2,2,2,1,5,6,22,4,5,9999,2,2,1,2,1,1,1,2,2,1,1,1,1
318693,9999,1,1,1,2,2,2,1,1,2,1,1,2,2,1,5,5,33,5,2,9999,1,1,2,2,1,2,2,2,1,2,1,1,1
318694,9999,1,1,1,1,1,1,1,1,1,1,1,1,1,2,5,11,34,1,1,9999,1,2,2,888,1,1,1,1,1,1,1,1,2
319475,9999,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,35,1,2,9999,2,2,2,2,2,3,3,3,3,3,3,3,3
319478,9999,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,54,2,2,9999,2,1,888,2,1,3,3,3,3,3,3,3,3
319480,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,34,1,2,9999,2,2,2,2,2,3,3,3,3,3,3,3,3
319481,9999,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,29,4,5,9999,2,2,2,2,2,3,3,3,3,3,3,3,3
319512,9999,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1,44,5,2,9999,2,2,2,2,2,3,3,3,3,3,3,3,3
319514,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,38,5,1,9999,2,2,2,2,2,3,3,3,3,3,3,3,3
319575,9999,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,33,4,2,9999,2,2,2,2,2,3,3,3,3,3,3,3,3
319576,9999,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,45,1,2,9999,2,2,2,2,2,3,3,3,3,3,3,3,3
319577,9999,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,0,42,5,5,9999,2,2,2,2,1,3,3,3,3,3,3,3,3
319603,9999,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,0,41,4,1,9999,2,1,2,2,888,3,3,3,3,3,3,3,3
319604,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,3,3,50,3,2,9999,2,2,2,2,2,3,3,3,3,3,3,3,3
319605,9999,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,51,3,2,9999,2,1,1,2,2,3,3,3,3,3,3,3,3
319606,9999,1,2,1,2,2,2,2,2,2,2,2,2,2,2,3,1,30,1,2,9999,2,2,2,2,1,3,3,3,3,3,3,3,3
319646,9999,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,56,1,2,9999,2,2,2,2,1,3,3,3,3,3,3,3,3
319647,9999,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,46,2,2,9999,2,2,2,2,2,3,3,3,3,3,3,3,3
319648,9999,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,42,1,2,9999,2,1,2,2,1,3,3,3,3,3,3,3,3
319649,9999,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,36,1,1,9999,2,2,2,2,2,3,3,3,3,3,3,3,3
319652,9999,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,36,4,3,9999,1,1,2,2,2,3,3,3,3,3,3,3,3
408380,9999,1,1,2,1,1,1,2,1,1,2,1,2,2,2,3,5,35,2,2,1,1,2,1,2,1,2,1,2,1,2,2,1,2
408394,9999,1,2,1,1,1,1,1,1,1,1,1,2,2,2,2,5,30,5,2,9999,1,1,1,2,1,1,1,2,1,2,2,1,1
408418,9999,1,2,2,1,2,2,1,1,2,2,2,2,2,2,2,1,48,1,2,9999,2,2,2,2,1,2,2,2,2,2,2,2,2
408494,9999,1,1,1,1,1,1,1,1,1,1,2,1,2,1,5,10,32,1,2,1,1,1,2,1,1,2,2,1,2,1,1,2,2
408503,9999,1,2,2,1,1,1,1,1,1,1,1,1,2,2,3,7,41,1,2,9999,1,1,1,888,1,1,1,1,1,2,2,2,1
408508,9999,1,1,1,1,1,1,1,1,1,1,2,1,2,2,5,9,34,1,2,1,2,1,2,2,1,1,1,1,2,2,1,2,1
408651,9999,1,2,1,2,2,1,1,2,2,2,2,2,2,2,2,1,46,1,2,9999,2,2,2,2,1,2,2,2,2,1,1,2,1
409170,9999,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,3,34,2,3,9999,2,2,2,2,1,3,3,3,3,3,3,3,3
409392,9999,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,45,1,2,9999,2,1,2,2,2,3,3,3,3,3,3,3,3
409479,9999,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,37,1,1,9999,2,2,2,2,2,3,3,3,3,3,3,3,3
409581,9999,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,19,4,2,9999,2,2,2,2,2,3,3,3,3,3,3,3,3
508055,9999,1,1,1,1,1,1,2,1,1,1,2,1,2,1,4,3,41,1,2,9999,1,1,2,2,1,888,888,1,2,1,2,1,1
508089,9999,1,1,1,1,1,1,1,1,1,1,1,1,2,1,5,6,33,4,2,9999,2,2,2,2,1,1,1,1,1,1,1,1,1
508102,9999,1,1,1,1,1,1,1,1,1,1,1,2,2,1,5,6,34,4,5,9999,1,1,1,2,1,2,2,1,1,1,2,2,1
508103,9999,2,2,2,1,2,1,2,2,2,2,1,2,2,2,2,2,40,4,2,9999,2,2,2,888,1,2,2,2,1,2,2,2,1
508137,9999,1,1,1,1,1,1,1,1,1,2,2,2,2,1,5,7,26,1,1,9999,2,2,2,2,1,1,1,1,1,1,2,1,1
508138,9999,1,2,1,1,1,1,1,1,1,1,1,2,2,2,2,6,40,1,2,9999,1,1,1,2,1,1,1,2,1,2,1,1,1
508152,9999,1,2,1,1,2,1,1,1,2,2,1,2,2,2,3,0,33,1,5,9999,1,1,2,2,1,2,2,2,1,2,2,1,1
508161,9999,1,1,1,1,1,1,1,1,1,1,1,1,2,1,4,6,41,1,2,9999,1,1,2,2,1,1,1,1,1,1,2,1,1
508162,9999,1,1,1,1,1,1,1,1,1,2,2,1,2,1,4,14,29,1,2,9999,1,1,1,1,1,2,1,1,1,1,1,1,1
508163,9999,1,1,1,1,1,1,1,1,1,1,1,2,2,2,4,7,49,1,2,9999,2,1,2,2,1,1,1,2,1,2,1,1,1
508165,9999,1,1,1,1,1,1,1,1,1,1,1,2,2,1,5,17,37,1,1,9999,1,1,2,1,1,1,2,2,1,1,2,1,1
508171,9999,1,1,1,1,1,1,2,1,1,1,2,1,1,2,4,6,54,1,2,9999,2,1,1,2,2,2,1,1,2,2,2,1,1
508172,9999,1,2,2,1,2,1,1,1,1,2,2,1,1,2,2,1,25,6,2,9999,2,1,2,2,2,1,2,1,1,2,2,2,1
508185,9999,1,2,1,1,1,1,1,1,1,1,1,1,2,2,3,6,28,1,1,9999,1,1,2,2,1,1,1,1,1,2,1,1,2
508187,9999,1,1,1,1,1,1,1,2,1,1,1,1,1,2,4,5,23,2,1,9999,2,2,2,2,1,1,2,1,1,2,1,1,2
508188,9999,1,2,1,1,2,1,1,1,2,1,2,2,2,2,3,8,39,1,5,9999,2,2,2,2,1,2,2,2,2,1,2,1,2
508212,9999,1,1,1,2,2,1,2,2,2,2,2,2,2,2,4,2,34,1,2,9999,888,1,2,2,1,2,2,2,1,1,1,1,2
508223,9999,1,1,1,2,1,1,1,1,2,1,2,2,1,2,4,10,20,1,1,9999,2,1,1,2,1,2,1,1,1,1,1,1,1
508224,9999,2,2,2,2,2,1,1,2,2,2,2,2,2,2,0,0,32,2,1,9999,2,2,2,2,1,2,2,2,2,2,2,2,888
508229,9999,1,1,1,1,1,1,1,1,1,2,1,2,2,2,4,5,34,4,5,9999,1,1,2,2,1,1,1,1,1,2,1,1,1
508266,9999,1,2,1,2,2,1,1,2,2,2,2,2,2,2,3,3,40,5,2,9999,2,2,2,888,888,2,2,2,2,2,1,2,888
508277,9999,1,1,1,1,1,1,1,1,2,1,1,2,2,1,5,6,21,5,2,1,1,1,2,2,2,2,1,2,1,1,1,1,1
508278,9999,1,1,1,1,1,1,1,1,1,1,2,2,2,1,5,13,36,5,2,9999,1,1,2,2,1,1,1,1,2,1,1,1,1
508280,9999,1,1,1,1,2,1,1,1,2,1,1,2,2,1,5,4,41,1,2,9999,2,2,1,2,1,2,1,2,1,1,1,2,2
508293,999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,12,31,1,2,9999,1,1,1,2,1,1,1,1,1,1,1,1,1
508294,9999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,10,38,5,2,9999,1,1,2,2,1,1,1,1,1,1,1,1,1
508295,9999,1,1,2,1,1,1,1,1,1,1,2,2,2,2,3,0,33,1,2,9999,1,2,2,888,1,2,1,2,2,2,2,2,1
508302,9999,1,2,2,1,2,1,1,1,2,1,1,2,2,2,2,3,27,4,2,9999,1,1,2,2,1,2,2,2,1,2,2,2,2
508332,9999,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,19,1,999,9999,2,2,2,2,888,2,2,2,2,2,2,2,2
508381,9999,1,1,1,1,1,1,1,1,1,1,1,1,2,1,5,11,29,5,2,9999,2,1,1,2,1,2,1,1,1,1,1,1,2
508383,9999,2,2,2,1,1,1,1,1,1,1,1,1,2,1,0,6,30,4,2,9999,1,2,2,2,1,1,1,1,1,1,2,2,1
508385,9999,1,1,1,1,1,1,1,1,1,1,1,2,2,1,5,8,23,5,2,9999,2,2,2,2,2,2,1,1,1,1,1,1,1
508386,1,2,2,2,1,1,1,1,1,1,1,2,2,2,2,1,1,40,5,2,9999,2,2,2,2,1,1,1,2,2,2,2,2,1
508387,9999,1,1,1,1,2,1,1,1,2,1,1,2,2,2,5,5,33,5,1,9999,1,1,1,2,1,1,1,1,1,2,1,1,1
508388,9999,2,2,1,1,2,1,1,1,2,2,1,2,2,2,1,3,42,1,2,9999,1,1,2,2,1,1,1,2,1,2,2,2,1
508391,9999,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,9,27,4,2,9999,2,2,2,1,1,2,1,1,1,2,1,1,2
508405,9999,1,2,1,1,2,1,1,1,2,1,1,2,2,2,4,0,37,5,1,9999,2,1,2,2,888,2,2,2,1,2,2,2,2
508410,9999,1,2,1,2,2,1,1,2,2,2,2,2,2,2,4,6,18,1,2,9999,2,1,2,2,1,2,2,2,1,2,1,1,1
508413,9999,1,1,1,1,1,1,1,1,1,1,1,1,2,2,5,10,29,4,1,9999,2,2,2,2,1,2,2,1,1,2,1,1,1
508417,9999,1,1,2,1,1,1,1,1,1,1,1,1,2,1,3,6,40,1,1,9999,1,1,2,888,1,1,1,2,1,1,1,1,1
508419,1,1,1,1,1,2,1,2,2,1,2,1,2,2,2,5,6,31,4,2,9999,888,2,2,2,1,2,2,2,1,2,1,2,1
508421,9999,2,2,2,1,1,1,1,1,1,2,2,2,2,2,1,1,22,1,2,9999,2,1,2,2,1,1,1,2,2,2,2,2,1
508428,9999,1,1,1,1,1,1,1,1,2,1,1,1,2,2,5,4,45,2,2,9999,2,2,2,2,1,1,1,2,1,2,1,2,1
508482,9999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,6,25,5,2,9999,1,1,2,2,1,1,1,1,1,1,1,1,1
508486,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,12,28,6,2,9999,2,1,1,2,1,1,1,1,1,1,1,1,1
508490,9999,1,1,2,1,2,1,1,1,2,1,1,2,2,2,3,6,20,5,2,9999,2,2,2,2,1,2,2,1,1,2,2,2,1
508495,9999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,14,32,1,2,9999,1,2,2,2,1,2,1,1,1,1,1,1,1
508496,9999,1,1,1,1,1,1,1,1,1,1,1,2,1,2,5,7,32,4,1,9999,2,2,2,2,1,1,1,1,1,2,2,1,1
508507,9999,1,1,1,1,1,2,1,1,2,2,2,2,1,2,5,13,31,1,2,9999,2,2,2,1,2,2,2,1,1,2,1,1,1
508509,9999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,8,32,1,1,9999,1,1,1,1,1,1,1,1,1,1,1,1,1
508510,9999,1,1,1,1,1,1,1,1,1,1,1,2,1,1,5,11,24,6,2,9999,2,1,2,2,1,2,2,1,2,1,1,1,1
508539,9999,1,1,1,1,2,1,1,1,1,1,1,2,2,2,4,5,39,5,2,9999,2,1,888,888,1,1,1,2,1,2,1,1,1
508540,9999,1,1,1,1,1,1,1,1,1,2,1,1,2,2,5,5,44,4,2,9999,2,1,2,888,1,1,2,1,1,1,1,2,1
508541,1,1,2,1,2,2,1,1,2,2,2,1,2,2,2,3,3,34,1,1,9999,1,2,1,2,1,2,2,2,1,2,2,1,1
508542,9999,2,2,1,1,1,1,1,1,1,1,2,1,1,2,3,6,50,2,2,9999,1,1,888,888,888,1,1,1,1,1,1,1,1
508543,9999,1,1,1,1,1,1,1,1,2,1,1,1,2,1,5,12,23,1,2,9999,1,2,2,2,1,1,1,1,1,1,1,1,1
508544,9999,1,2,1,2,2,2,2,2,1,2,2,2,2,2,4,3,41,6,2,9999,2,1,2,2,1,2,2,1,2,2,1,1,2
508545,9999,1,1,1,1,1,1,1,1,1,1,1,1,2,1,5,14,30,1,2,9999,2,1,1,1,2,1,1,1,1,1,1,1,1
508546,9999,1,1,1,1,2,1,1,1,2,1,2,2,2,1,5,8,35,1,2,9999,1,1,2,2,1,2,2,2,1,1,1,1,1
508547,9999,1,1,1,1,2,1,1,1,2,1,1,1,2,2,4,6,38,4,2,9999,1,2,2,2,1,2,1,1,1,1,1,1,1
508551,9999,1,2,1,1,1,1,1,1,1,1,1,1,2,1,3,3,42,4,2,9999,2,1,2,2,2,1,1,1,2,2,1,1,1
508553,9999,1,1,1,1,2,1,2,2,2,2,2,2,2,2,5,0,62,1,2,9999,2,1,2,2,1,2,2,2,2,2,1,2,1
508573,9999,1,1,2,2,2,1,2,1,2,2,2,2,2,2,3,1,40,1,1,9999,2,2,2,2,1,2,1,2,2,2,2,2,2
508583,9999,1,1,1,1,2,1,1,1,2,2,1,2,2,2,5,3,41,6,2,9999,2,2,2,888,888,1,1,1,1,2,1,2,1
508584,9999,1,2,1,2,2,1,2,1,2,2,2,2,2,2,4,4,21,5,1,9999,2,1,2,2,2,2,2,2,2,2,1,1,1
508585,9999,1,1,1,2,1,1,2,2,2,2,2,2,2,2,5,9,33,1,5,9999,1,1,1,2,1,2,2,1,1,2,1,1,2
508586,9999,1,1,1,2,1,1,2,2,1,2,2,2,2,2,5,5,36,5,1,9999,2,1,2,2,1,2,2,2,2,2,1,2,1
508600,9999,1,1,1,1,1,1,1,1,1,1,1,2,2,1,5,6,37,6,2,9999,888,1,2,2,1,1,1,1,1,1,1,1,1
508645,9999,1,1,1,1,2,2,1,1,2,1,2,2,2,2,5,9,47,3,2,9999,1,1,1,2,1,2,1,2,2,1,1,1,1
508650,9999,1,1,1,1,1,1,1,1,1,1,1,2,2,1,4,9,28,1,2,9999,1,2,2,2,1,1,1,2,1,1,1,2,2
508653,9999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,7,37,1,2,9999,1,1,2,2,1,1,1,1,1,1,1,1,1
508657,9999,1,1,1,1,1,1,1,1,1,1,1,2,1,1,5,4,31,4,1,9999,1,1,2,2,1,2,2,1,1,1,1,1,1
508659,9999,1,1,1,1,1,1,1,1,2,1,1,1,2,2,5,9,22,4,1,9999,2,1,1,2,1,1,1,2,1,2,1,1,2
508685,9999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,11,38,1,2,9999,2,1,2,2,1,2,1,1,1,1,1,1,1
508692,9999,1,1,1,2,2,1,2,2,2,2,2,2,2,2,5,3,54,1,2,9999,2,1,2,1,1,2,2,2,2,1,1,2,2
509309,9999,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,38,5,2,9999,1,2,2,2,888,3,3,3,3,3,3,3,3
509513,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,20,5,2,9999,2,2,2,2,2,3,3,3,3,3,3,3,3
509579,9999,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,35,1,2,9999,2,2,2,2,888,3,3,3,3,3,3,3,3
509582,9999,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,45,1,2,9999,2,1,2,2,2,3,3,3,3,3,3,3,3
509680,9999,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,47,4,1,9999,2,2,2,2,2,3,3,3,3,3,3,3,3
