CASEID,SEVEREST,SEVERER,TOTINC,TOTINCR,RECENT,RECENTR,RECENTRR,THREATS,THREATR,SLAPPING,SLAPR,PUNCHING,PUNCHR,BEATING,BEATR,TWEAPON,UWEAPON,FORCEDSX,FORCEDR,WEAPON,GUN,KNIFE,MISCARR,RESTRAIN,CHOKED,CHILD,NDRUNK,RDRUNK,BOTHDRUN,NDRUGS,RDRUGS,BOTHDRUG
508391, 5,2,  5,  3, 63,  4,  0,  0,  0,  0,  0,  1,  1,  1,  1,  2,  1,  0,  0,  3,  1,  1,  0,  0,  1,  0,  0,  0,  0,  0,  0,  0
508405, 2,1,  1,  1, 39,  3,  0,  0,  0,  0,  0,  1,  1,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0
508410, 2,1,  2,  2, 14,  2,  0,  0,  0,  1,  1,  1,  1,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0
508413, 3,2,  2,  2,  2,  1,  0,  0,  0,  1,  1,  0,  0,  1,  1,  0,  0,  0,  0,  0,  0,  0,  0,  0,  1,  1,  0,  0,  0,  0,  0,  0
508417, 5,2, 22,  4,  1,  1,  0,  0,  0,  0,  0, 17,  4,  2,  2,  1,  1,  1,  1,  2,  1,  0,  0,  1,  1,  1, 19,  0,  0, 19,  0,  0
508419, 3,2,  2,  2,  1,  1,  0,  0,  0,  0,  0,  1,  1,  1,  1,  0,  0,  0,  0,  0,  0,  0,  0,  2,  1,  0,  0,  0,  0,  0,  0,  0
508421, 5,2, 11,  4,  1,  1,  0,  0,  0,  2,  2,  8,  3,  0,  0,  0,  1,  0,  0,  1,  0,  0,  0,  0,  0,  0, 11,  0,  0,  0,  0,  0
508428, 4,2,  2,  2, 20,  2,  0,  0,  0,  0,  0,  0,  0,  1,  1,  1,  0,  0,  0,  0,  0,  0,  0,  0,  1,  0,  0,  0,  0,  0,  0,  0
508482, 4,2, 24,  4,  9,  2,  0,  0,  0,  9,  3, 11,  4,  1,  1,  2,  0, 11,  4,  1,  1,  0,  0,  0, 99,  2, 19,  0,  0, 21,  0,  0
508486, 4,2,  5,  3, 13,  2,  0,  0,  0,  1,  1,  0,  0,  3,  2,  1,  0,  0,  0,  1,  1,  0,  0,  1, 99,  1,  0,  0,  0,  3,  0,  0
508490, 3,2,  2,  2,  1,  1,  0,  0,  0,  0,  0,  1,  1,  1,  1,  0,  0,  0,  0,  0,  0,  0,  0,  0, 99,  0,  0,  0,  0,  0,  0,  0
508495, 4,2,  3,  2,  3,  1,  0,  0,  0,  0,  0,  1,  1,  0,  0,  1,  0,  1,  1,  1,  1,  0,  0,  2, 99,  0,  2,  0,  0,  3,  0,  0
508496, 3,2,  1,  1, 75,  4,  0,  0,  0,  0,  0,  0,  0,  1,  1,  0,  0,  0,  0,  0,  0,  0,  0,  0, 99,  1,  0,  0,  0,  0,  0,  0
508507, 0,1,  1,  1,355,  6,  1,  1,  1,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0
508509, 3,2,  4,  2,  1,  1,  0,  0,  0,  1,  1,  2,  2,  1,  1,  0,  0,  1,  1,  0,  0,  0,  0,  0, 99,  0,  1,  1,  0,  2,  0,  0
508510, 5,2,  4,  2,  6,  1,  0,  0,  0,  0,  0,  1,  1,  1,  1,  1,  1,  2,  2,  2,  1,  1,  0,  0, 99,  0,  2,  0,  0,  3,  0,  0
508539, 5,2,  2,  2,  4,  1,  0,  0,  0,  0,  0,  0,  0,  1,  1,  0,  1,  0,  0,  1,  0,  0,  0,  0, 99,  0,  0,  0,  0,  0,  0,  0
508540, 3,2,  7,  3,  2,  1,  0,  0,  0,  2,  2,  3,  2,  2,  2,  0,  0,  0,  0,  0,  0,  0,  0,  0, 99,  0,  0,  0,  0,  0,  0,  0
508541, 3,2, 11,  4, 14,  2,  0,  0,  0,  9,  3,  1,  1,  1,  1,  0,  0,  0,  0,  0,  0,  0,  0,  0, 99,  5,  0,  0,  0,  0,  0,  0
508542, 5,2,  5,  3,  7,  2,  0,  0,  0,  0,  0,  1,  1,  2,  2,  1,  1,  0,  0,  2,  1,  1,  0,  0, 99,  0,  0,  0,  0,  0,  0,  0
508543, 3,2,  8,  3,  2,  1,  0,  0,  0,  0,  0,  4,  2,  4,  2,  0,  0,  0,  0,  0,  0,  0,  0,  0, 99,  0,  2,  0,  0,  7,  0,  0
508544, 5,2,  2,  2, 42,  3,  0,  0,  0,  1,  1,  0,  0,  0,  0,  0,  1,  0,  0,  1,  0,  0,  0,  0,  0,  0,  1,  0,  0,  0,  0,  0
508545, 5,2,  8,  3,  1,  1,  0,  0,  0,  0,  0,  6,  3,  1,  1,  0,  1,  0,  0,  1,  0,  1,  0,  0, 99,  0,  4,  0,  0,  0,  0,  0
508546, 3,2,  7,  3,  5,  1,  0,  1,  1,  0,  0,  3,  2,  2,  2,  0,  0,  2,  2,  0,  0,  0,  0,  0, 99,  0,  3,  1,  0,  4,  4,  3
508547, 4,2,  3,  2, 36,  3,  0,  0,  0,  2,  2,  0,  0,  0,  0,  1,  0,  1,  1,  1,  0,  1,  0,  0,  0,  0,  1,  0,  0,  2,  1,  1
508551, 3,2,  2,  2, 36,  3,  0,  0,  0,  0,  0,  1,  1,  1,  1,  0,  0,  0,  0,  0,  0,  0,  0,  0, 99,  0,  2,  0,  0,  0,  0,  0
508553, 2,1,  2,  2,  4,  1,  0,  1,  1,  0,  0,  1,  1,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  2,  0,  0,  0,  0,  0,  0
508573, 4,2,  1,  1,  4,  1,  0,  0,  0,  0,  0,  0,  0,  0,  0,  1,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0
508583, 3,2,  2,  2,  0,  1,  0,  1,  1,  0,  0,  0,  0,  1,  1,  0,  0,  0,  0,  0,  0,  0,  0,  0, 99,  0,  0,  0,  0,  0,  0,  0
508584, 2,1,  1,  1,  3,  1,  0,  0,  0,  0,  0,  1,  1,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  1,  0,  0,  0,  0,  0
508585, 2,1,  2,  2,263,  5,  1,  0,  0,  0,  0,  2,  2,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  2,  0,  0,  1,  0,  0
508586, 2,1,  2,  2,118,  4,  0,  0,  0,  0,  0,  2,  2,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  1,  2,  0,  0,  0,  0,  0
508600, 5,2,  2,  2,  1,  1,  0,  0,  0,  0,  0,  0,  0,  1,  1,  0,  1,  1,  1,  1,  0,  0,  1,  1, 99,  0,  0,  0,  0,  0,  0,  0
508645, 3,2,  7,  3,  9,  2,  0,  0,  0,  0,  0,  2,  2,  5,  3,  0,  0,  1,  1,  0,  0,  0,  0,  0, 99,  0,  6,  0,  0,  6,  0,  0
508650, 5,2,  1,  1,130,  4,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  1,  0,  0,  1,  0,  0,  0,  0,  0,  0,  0,  0,  0,  1,  1,  1
508653, 4,2, 13,  4,  1,  1,  0,  0,  0,  0,  0,  4,  2,  5,  3,  1,  0,  3,  2,  1,  1,  0,  0,  0, 99,  0, 10,  3,  3, 12,  0,  0
508657, 4,2, 14,  4,  2,  1,  0,  0,  0,  0,  0,  3,  2,  3,  2,  1,  0,  7,  3,  1,  1,  0,  0,  0, 99,  1,  6,  2,  2,  6,  5,  5
508659, 5,2,  3,  2,  0,  1,  0,  0,  0,  0,  0,  1,  1,  1,  1,  0,  1,  0,  0,  1,  0,  1,  0,  0, 99,  2,  3,  0,  0,  0,  0,  0
508685, 4,2,  7,  3,  4,  1,  0,  0,  0,  0,  0,  1,  1,  4,  2,  1,  0,  2,  2,  1,  1,  0,  0,  1, 99,  0,  6,  0,  0,  0,  0,  0
508692, 1,1,  6,  3, 93,  4,  0,  0,  0,  1,  1,  0,  0,  0,  0,  0,  0,  5,  3,  0,  0,  0,  0,  0,  0,  0,  6,  0,  0,  0,  0,  0
608259, 2,1,  1,  1,194,  5,  1,  0,  0,  0,  0,  1,  1,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  1,  0,  0,  0,  0,  0,  0
618169, 1,1, 10,  3,  4,  1,  0,  0,  0, 10,  3,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  5,  0,  0,  0,  0,  0,  0
618236, 2,1, 34,  4,  3,  1,  0,  0,  0, 33,  4,  1,  1,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  1, 33,  0,  0,  2,  0,  0
618256, 2,1,  6,  3,  3,  1,  0,  0,  0,  5,  3,  1,  1,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0
618260, 4,2,  1,  1,346,  6,  1,  0,  0,  0,  0,  0,  0,  0,  0,  1,  0,  0,  0,  1,  0,  1,  0,  0,  0,  1,  1,  0,  0,  1,  0,  0
618318, 2,1,  9,  3, 47,  3,  0,  0,  0,  1,  1,  1,  1,  0,  0,  0,  0,  7,  3,  0,  0,  0,  0,  0,  0,  2,  2,  0,  0,  0,  0,  0
618320, 1,1,  6,  3, 28,  2,  0,  0,  0,  6,  3,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  6,  6,  0,  0,  0,  0,  0
618321, 4,2,  6,  3, 49,  3,  0,  0,  0,  3,  2,  1,  1,  0,  0,  2,  0,  0,  0,  2,  2,  0,  0,  0, 99,  0,  1,  1,  1,  3,  2,  2
618346, 1,1,  8,  3, 47,  3,  0,  0,  0,  8,  3,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  5,  0,  0,  0,  0,  0
618355, 3,2,  1,  1, 99,  4,  0,  0,  0,  0,  0,  0,  0,  1,  1,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0
618357, 1,1,  1,  1,  8,  2,  0,  0,  0,  1,  1,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  1,  0,  0,  0,  0,  0
618360, 0,1,  1,  1,284,  5,  1,  1,  1,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0
618374, 1,1, 11,  4, 33,  3,  0,  0,  0,  9,  3,  0,  0,  0,  0,  0,  0,  8,  3,  0,  0,  0,  0,  0,  0,  4,  8,  0,  0,  0,  0,  0
618449, 1,1,  2,  2,109,  4,  0,  1,  1,  1,  1,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  2,  2,  0,  0,  0,  0,  0
618452, 1,1, 34,  4, 17,  2,  0, 18,  4, 16,  4,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0, 33, 34,  0,  0,  0,  0,  0
618466,-1,1, 32,  4,  5,  1,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0, 32,  4,  0,  0,  0,  0,  0,  0,  0, 10,  0,  0,  0,  0,  0
618534, 3,2,  1,  1, 21,  2,  0,  0,  0,  0,  0,  0,  0,  1,  1,  0,  0,  0,  0,  0,  0,  0,  0,  0,  1,  0,  0,  0,  0,  0,  0,  0
618535, 3,2,  9,  3, 11,  2,  0,  6,  3,  1,  1,  1,  1,  1,  1,  0,  0,  6,  3,  0,  0,  0,  0,  0,  1,  0,  0,  2,  0,  0,  0,  0
618591, 4,2, 25,  4,  6,  1,  0, 14,  4,  6,  3,  1,  1,  1,  1,  1,  0, 17,  4,  1,  0,  1,  0,  0, 99,  7,  0,  0,  0,  0,  0,  0
618594, 3,2,  4,  2, 93,  4,  0,  0,  0,  2,  2,  1,  1,  1,  1,  0,  0,  2,  2,  0,  0,  0,  0,  0,  1,  0,  3,  0,  0,  0,  0,  0
618701, 1,1,  1,  1,183,  5,  1,  0,  0,  1,  1,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  1,  0,  0,  0,  0,  0,  0
618702, 1,1,  1,  1,140,  4,  0,  0,  0,  1,  1,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0
628133, 1,1,  1,  1,138,  4,  0,  0,  0,  1,  1,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  1,  0,  0,  0,  0,  0
628134, 0,1,  1,  1, 61,  4,  0,  1,  1,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  1,  0,  0,  0,  0,  0
628135, 1,1,  5,  3,  7,  2,  0,  0,  0,  3,  2,  0,  0,  0,  0,  0,  0,  3,  2,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  2,  0,  0
628335, 2,1, 66,  4, 10,  2,  0,  0,  0, 52,  4,  4,  2,  0,  0,  0,  0, 42,  4,  0,  0,  0,  0,  0,  0, 56, 53,  0,  0, 15,  0,  0
628347, 4,2,  2,  2, 71,  4,  0,  0,  0,  1,  1,  0,  0,  0,  0,  1,  0,  0,  0,  1,  0,  1,  0,  0,  0,  1,  1,  0,  0,  2,  0,  0
628465, 1,1, 41,  4,  1,  1,  0, 34,  4,  7,  3,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0, 14,  1,  1,  0,  0,  0
628669, 1,1,  4,  2,  3,  1,  0,  2,  2,  2,  2,  0,  0,  0,  0,  0,  0,  2,  2,  0,  0,  0,  0,  0,  0,  2,  4,  0,  0,  0,  0,  0
708200, 5,2, 67,  4, 56,  3,  0,  0,  0, 57,  4,  2,  2,  0,  0,  1,  2, 61,  4,  2,  0,  0,  0,  0, 99,  0,  2,  0,  0,  0,  0,  0
708201, 1,1, 14,  4, 58,  3,  0,  0,  0,  2,  2,  0,  0,  0,  0,  0,  0, 13,  4,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0
708255, 1,1, 40,  4, 49,  3,  0,  0,  0, 40,  4,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0, 40, 34,  0,  0,  0,  0,  0
708257, 1,1,  1,  1,197,  5,  1,  0,  0,  1,  1,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0
708258, 5,2,  2,  2,322,  6,  1,  0,  0,  0,  0,  0,  0,  0,  0,  1,  1,  0,  0,  2,  1,  0,  0,  0,  0,  1,  1,  0,  0,  1,  0,  0
708261, 1,1, 11,  4,118,  4,  0,  0,  0, 11,  4,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0, 10, 10, 10
708319, 2,1, 98,  4,  4,  1,  0,  0,  0,  1,  1,  1,  1,  0,  0,  0,  0, 96,  4,  0,  0,  0,  0,  0,  0,  2, 97,  0,  0,  0,  0,  0
708334, 2,1,  7,  3, 44,  3,  0,  0,  0,  5,  3,  2,  2,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0
708348, 2,1,  6,  3, 14,  2,  0,  0,  0,  0,  0,  6,  3,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  5,  6,  0,  0,  0,  0,  0
708356, 3,2, 14,  4,173,  4,  0,  0,  0, 13,  4,  0,  0,  1,  1,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0, 14,  0,  0,  0, 14,  0,  0
708359, 1,1,  1,  1,112,  4,  0,  0,  0,  1,  1,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  1,  0,  0,  0,  0,  0,  0
708363, 1,1,  7,  3,  1,  1,  0,  1,  1,  1,  1,  0,  0,  0,  0,  0,  0,  6,  3,  0,  0,  0,  0,  0,  0,  1,  0,  0,  0,  0,  0,  0
708370, 3,2, 27,  4, 58,  3,  0,  6,  3, 20,  4,  0,  0,  1,  1,  0,  0,  0,  0,  0,  0,  0,  0,  0, 99,  0, 27,  0,  0,  0,  0,  0
708371, 2,1, 10,  3,  1,  1,  0,  0,  0,  6,  3,  4,  2,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  2,  0,  0,  0,  0,  0,  0
708372, 3,2, 55,  4, 14,  2,  0,  7,  3, 36,  4,  8,  3,  4,  2,  0,  0,  0,  0,  0,  0,  0,  0,  0,  1, 41, 55,  0,  0,  0,  0,  0
708379, 3,2,  3,  2, 36,  3,  0,  0,  0,  1,  1,  1,  1,  1,  1,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  2,  0,  0,  0,  0,  0,  0
708426, 4,2,158,  4,  3,  1,  0,  0,  0, 83,  4, 68,  4,  0,  0,  1,  0, 13,  4,  0,  0,  0,  0,  0, 99,145, 87,  0,  0, 64,  0,  0
708447, 1,1,  3,  2, 43,  3,  0,  0,  0,  3,  2,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  3,  0,  0
708448, 5,2, 22,  4,199,  5,  1,  9,  3,  6,  3,  5,  3,  1,  1,  0,  1,  6,  3,  1,  0,  1,  0,  0,  0, 15,  5,  0,  0, 17,  0,  0
708450, 1,1,  3,  2,105,  4,  0,  1,  1,  2,  2,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  2,  0,  0,  0,  0,  0
708451, 2,1, 13,  4, 92,  4,  0,  2,  2,  4,  2,  5,  3,  0,  0,  0,  0,  7,  3,  0,  0,  0,  0,  0,  0,  6,  7,  0,  0,  5,  0,  0
708461, 1,1, 51,  4,  4,  1,  0, 33,  4, 12,  4,  0,  0,  0,  0,  0,  0, 33,  4,  0,  0,  0,  0,  0,  0, 16, 51,  0,  0,  0,  0,  0
